Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,AffiliationId,carnegie_id,PrimarySample,FixedPosition
Gwendolyn Mcloof,Student Representative Governor,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Other Board Member
Kevin J Collins,Governor,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Trustee
Ruben Cardona,Governor,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Trustee
Enrica Gloe Chretien,Assistant Secretary,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Other Board Member
Thomas A Renyi,Governor,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Trustee
Eugene M Ohara,Governor,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Trustee
Nancy K Lotstein,Governor,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Trustee
Richard A Levao,Vice Chairman,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Board Vice President
Francis L Lawrence,President,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Board President
Nancy L Lane,Governor,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Trustee
Harry W Janes,Faculty Representative Governor,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Other Board Member
Louie Crewalbert Gamper,Faculty Representative Governor,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Other Board Member
Joan L Bildner,Governor,Rutgers State University Of New Jersey,,,,,,102322142.0,186380.0,True,Trustee
Msgr John W Flesey Std,Trustee,Seton Hall University,,,"Rector and Dean, Immaculate Conception Seminary School of Theology and Trustee",,,12524447.0,186584.0,True,Regent
Kent Manahan,Trustee,Seton Hall University,,,"Senior Anchor, New Jersey Network",,,12524447.0,186584.0,True,Regent
Msgr Robert Sheeran Std,President,Seton Hall University,,,Sandy Hill Foundation,,,12524447.0,186584.0,True,Board President
Most Theodore E Mccarrick,Chairman,Seton Hall University,,,Archbishop of Newark,,,12524447.0,186584.0,True,Board President
Thomas Sharkey,Trustee,Seton Hall University,,,"Chairman and Chief Executive Officer, Meeker Sharkey Financial Group, Inc",,,12524447.0,186584.0,True,Regent
Msgr Walter Gorski,Trustee,Seton Hall University,,,"Administrator, Most Sacred Heart of Jesus Church",,,12524447.0,186584.0,True,Regent
Thomas R Peterson,Trustee,Seton Hall University,,,"Vicar General, Archdiocese of Newark",,,12524447.0,186584.0,True,Regent
A Zachary Yamba,Trustee,Seton Hall University,,,"President, Essex County College",,,12524447.0,186584.0,True,Regent
Msgr John J Gilchrist,Trustee,Seton Hall University,,,"Pastor, Holy Cross Church",,,12524447.0,186584.0,True,Regent
Kurt T Borowsky,Trustee,Seton Hall University,,,"Chairman, Van Beuren Management, Inc",,,12524447.0,186584.0,True,Regent
Jerome D Greco,Trustee,Seton Hall University,,,"Consultant, First Union National Bank",,,12524447.0,186584.0,True,Regent
Joseph P La Sala,Trustee,Seton Hall University,,,"Partner, McElroy, Deutsch & Mulvaney",,,12524447.0,186584.0,True,Regent
Frank E Walsh,Trustee,Seton Hall University,,,"President, Essex County College",,,12524447.0,186584.0,True,Regent
Clifford H Henry,Regent,Tennessee Board of Regents,,,"Vice President, First American Bank","Vice President, Paine Webber, Inc.; Member, Tennessee House of Representatives",,169615421.0,,True,Regent
Robert L Gamble,Regent,Tennessee Board of Regents,,,"President, Gamble Construction Company, Inc",,,169615421.0,,True,Regent
Ed Jernigan,Regent,Tennessee Board of Regents,,Mid Tennessee State 1978,"President and Founder, The Jernigan Group",,,169615421.0,,True,Regent
James M Powers Sr,Member,Tennessee Board of Regents,,,,,,169615421.0,,True,Regent
Jane G Kisber,Regent,Tennessee Board of Regents,,Wellesley,"Executive Director, Jackson/Madison County Convention and Visitors' Bureau","Coordinator, Special Projects, Jackson Area Chamber of Commerce",,75256744.0,,True,Regent
Leslie Parks Pope,Regent,Tennessee Board of Regents,,,"Chief Executive Officer, Parks Group","Chairman, Parks Belk Company",,75256744.0,,True,Regent
Demetra Godsey Boyd,Regent,Tennessee Board of Regents,,,"Publisher and Editor, The Citizen Tribune",,,75256744.0,,True,Regent
J Stanley Rogers,Regent,Tennessee Board of Regents,,,"Senior Partner, Rogers, Richardson and Duncan; Chairman, Tennessee Appellate Court Judicial Selection Commission; Member, Tennessee House of Representatives",,,75256744.0,,True,Regent
Debora J Seivers,Regent,Tennessee Board of Regents,,Mid Tennessee State,"Partner, Ben Smith Consulting Company; Executive Assistant to Governor Ned MeWherter",,,75256744.0,,True,Regent
The Hon Jane Walters,Ex Officio Regent,Tennessee Board of Regents,,Rhodes; U Memphis; Duke,"Principal, Craigmont Junior/Senior High School",,,75256744.0,,True,"Regent, Ex Officio"
The Hon Riley C Darnell,Ex Officio Member,Tennessee Board of Regents,,Austin Pay State 1962 BS; Vanderbilt 1965 JD,"Secretary of State, State of Tennessee",,,75256744.0,,True,"Regent, Ex Officio"
W Keith Mccord,Regent,Tennessee Board of Regents,,Tennessee; Duke,"Senior Partner, McCord, Troutman and Irwin, P.C",,,75256744.0,,True,Regent
Maxine A Smith,Regent,Tennessee Board of Regents,,,"Educator and Civil Rights Leader; President, Memphis Board of Education, 1991-92",,,119443389.0,,True,Regent
Robert Jack Fishman,Regent,Tennessee Board of Regents,,U Memphis,"Publisher and Editor, The Citizen Tribune",,,75256744.0,,True,Regent
E Joseph Savoie,Regent,University Of Louisville,,,"Affiliation: Commissioner of Higher Education
150 3rd St., Ste. 129,
Baton Rouge, LA 70801-1389
Tel: (504) 342-4253 Fax: (504) 342-6926",,,142740786.0,157289.0,True,Trustee
George L Luffey,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
Richard E Daquin,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
Reggie Dupre,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
John D Georges,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
Frances T Henry,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
John Keller,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
William T Roberts,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
Mary Ella Sanders,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
Michael K Dees,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
Barbara Thornethomsen,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
E Edwards Barham,Regent,University Of Louisville,,,"Affiliation: Commissioner of Higher Education
150 3rd St., Ste. 129,
Baton Rouge, LA 70801-1389
Tel: (504) 342-4253 Fax: (504) 342-6926",,,142740786.0,157289.0,True,Trustee
Roland M Toups,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
Harold Callais,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
Pat A Strong,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
Norbert A Simmons,Regent,University Of Louisville,,,,,,142740786.0,157289.0,True,Trustee
James Bradley Wilson,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
Miles Loadholt,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
Robert N Mclellan,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
Toney J Lister,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
Michael J Mungo,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
J Dupre Miller,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
M Wayne Staton,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
C Edward Floyd,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
Thomas L Stepp,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
William W Doar,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
John C Vonlehe,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
William C Hubbard,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
The Hon Barbara S Nielsen,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
Helen C Harvey,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
Adam W Herbert,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
Othniel H Wienges,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
Mack I Whittle,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
Mark W Buyck,Ex Officio Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,"Member, Ex Officio"
David M Beasley,Ex Officio Chairman,University Of South Carolina,,South Carolina JD,Governor. South Carolina,,,155781252.0,218663.0,True,"Board President, Ex Officio"
Samuel R Foster Ii,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
Arthur S Bahnmuller,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
William M Gregg I,Trustee,University Of South Carolina,,,,,,155781252.0,218663.0,True,Member
Thomas D Wogaman,Trustee,University Of Washington,,,Member of the Board,,,201448701.0,236948.0,True,Regent
Loren C Winterscheid,Trustee,University Of Washington,School of Medicine,,"Assistant to the Dean, Risk Management and Special Projects",,,201448701.0,236948.0,True,Regent
Merle G Kearns,Ex Officio Regent,University System of Ohio,,,"Member, Ohio Senate",,,2802096936.0,202134.0,True,"Trustee, Ex Officio"
Stephen A Perry,Regent,University System of Ohio,,,"Vice President, Human Resources and Logistics, The Timken Company",,,2802096936.0,202134.0,True,Trustee
Jeanette G Grasselli Brown,Regent,University System of Ohio,,Ohio BS; Case Western MS,Chairperson of the Board of Trustees,,,2802096936.0,202134.0,True,Trustee
Tahlman Krumm,Vice Chairman,University System of Ohio,,South Florida BA; Ohio State PhD,"Founder and Chairman, Avalanche Creek Projects Group",,,2802096936.0,202134.0,True,Board Vice President
Gerald H Gordon,Regent,University System of Ohio,,,"President and Chief Operating Officer, Sun Media Corporation",,,2802096936.0,202134.0,True,Trustee
Michael A Fox,Ex Officio Regent,University System of Ohio,,,,,,2802096936.0,202134.0,True,"Trustee, Ex Officio"
Gerald M Miller,Regent,University System of Ohio,,Dayton BA,"Chairman and Managing Partner, Miller-Valentine Group",,,2802096936.0,202134.0,True,Trustee
J Gilbert Reese,Regent,University System of Ohio,,,"Senior Partner, Reese, Pyle, Drake and Meyer",,,2802096936.0,202134.0,True,Trustee
Thomas W Noe,Regent,University System of Ohio,,,"President, Vintage Coins and Cards",,,2802096936.0,202134.0,True,Trustee
Howard L Flood,Trustee,University System of Ohio,,,Vacant,,,2802096936.0,200800.0,True,Regent
John A Fink,Trustee,University System of Ohio,,,Vacant,,,2802096936.0,200800.0,True,Regent
Alex Arshinkoff,Chairman,University System of Ohio,,,Vacant,,,2802096936.0,200800.0,True,Board President
J Michael Allen,Trustee,University System of Ohio,,,,,,2802096936.0,201885.0,True,Regent
Joan R Herschede,Trustee,University System of Ohio,,,,,,2802096936.0,201885.0,True,Regent
Joseph T Deters,Trustee,University System of Ohio,,,,,,2802096936.0,201885.0,True,Regent
