Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,Notes,AffiliationId,carnegie_id,PrimarySample,FixedPosition
Don Taylor,Trustee,Pennsylvania State System of Higher Education,Council of Trustees,West Chester 1943 BS; Temple 1958 MEd,,476.0,,,29957033.0,216764.0,True,Trustee
Carol Aichele,Chairperson,Pennsylvania State System of Higher Education,Council of Trustees,,,476.0,,,29957033.0,216764.0,True,Board President
Diane Devestern,"Assistant Vice President, Student Affairs",Pennsylvania State System of Higher Education,,,,476.0,,,29957033.0,216764.0,True,Board Vice President
George Hong,"Associate Vice President, Sponsored Research and Faculty Development",Pennsylvania State System of Higher Education,,,,476.0,,,29957033.0,216764.0,True,Board Vice President
Madeleine Wing Adler,President,Pennsylvania State System of Higher Education,,"Northwestern BA; Wisconsin MA, PhD","Academic Vice President, Framingham State College",476.0,,,29957033.0,216764.0,True,Board President
Linda Lamwers,Provost,Pennsylvania State System of Higher Education,,,,476.0,,,29957033.0,216764.0,True,Trustee
Mark P Mixner,"Vice President, Administration and Finance",Pennsylvania State System of Higher Education,,,,476.0,,,29957033.0,216764.0,True,Board Vice President
Lawrence A Dowdy,Executive Deputy to President,Pennsylvania State System of Higher Education,,,,476.0,,,29957033.0,216764.0,True,Board President
J Frederick Gage,"Vice President, Information Services",Pennsylvania State System of Higher Education,,,,476.0,,,29957033.0,216764.0,True,Board Vice President
Matthew Bricketto,"Vice President, Student Affairs",Pennsylvania State System of Higher Education,,,,476.0,,,29957033.0,216764.0,True,Board Vice President
Sheila Patterson,"Associate Vice President, Academic Affairs",Pennsylvania State System of Higher Education,,,,476.0,,,29957033.0,216764.0,True,Board Vice President
Mark Pavlovich,"Vice President, Advancement",Pennsylvania State System of Higher Education,,,,476.0,,,29957033.0,216764.0,True,Board Vice President
Bernard J Carrozza,Vice Chairman,Pennsylvania State System of Higher Education,Council of Trustees,,,476.0,,,29957033.0,216764.0,True,Board Vice President
Nicole W Lobaugh,Governor Appointed Trustee,Pennsylvania State University,,,,480.0,,,130769515.0,495767.0,True,Trustee
Keith W Eckel,Agricultural Trustee,Pennsylvania State University,,,"Partner, Fred W. Eckel Sons Farms, Inc",479.0,,,130769515.0,495767.0,True,Trustee
Samuel E Hayes,Ex Officio Trustee,Pennsylvania State University,,"Penn State 1964 BS, 1965 MEd","Secretary, Department of Agriculture, Commonwealth of Pennsylvania, Commission Members, Susquehanna River Basin Commission",479.0,,,130769515.0,495767.0,True,"Trustee, Ex Officio"
Joel N Myers,Alumni Trustee,Pennsylvania State University,,,"President, AccuWeather, Inc",480.0,,,130769515.0,495767.0,True,Trustee
Cynthia A Baldwin,Governor,Pennsylvania State University,,,"Judge, Allegheny County Court of Common Pleas",479.0,,,130769515.0,495767.0,True,Trustee
Francis V Barnes,Ex Officio Trustee,Pennsylvania State University,,,"Secretary, Education Department, Pennsylvania",479.0,,,130769515.0,495767.0,True,"Trustee, Ex Officio"
H Jesse Arnelle,Alumni Trustee,Pennsylvania State University,,"Of Counsel, Womble Carlyle Sandridge & Rice, PLLC",Penn State 1955 BA; Dickinson 1962 LLB,479.0,,,130769515.0,495767.0,True,Trustee
Mary G Beahm,Alumni Trustee,Pennsylvania State University,,,"Vice President, Human Resources, C-COR.net Corp",479.0,,,130769515.0,495767.0,True,Trustee
James S Broadhurst,Vice Chairman,Pennsylvania State University,,,"Chairman and Chief Executive Officer, Eat'n Park Hospitality Group, Inc",479.0,,,130769515.0,495767.0,True,Board Vice President
Charles C Brosius,Agricultural Trustee,Pennsylvania State University,,,"President, Marlboro Mushrooms",479.0,,,130769515.0,495767.0,True,Trustee
Patricia K Poprik,Governor Appointed Trustee,Pennsylvania State University,,,"President and Chief Executive Officer, First American Municipals",480.0,,,130769515.0,495767.0,True,Trustee
Carolyn A Dolbin,Assistant Secretary,Pennsylvania State University,,,,479.0,,,130769515.0,495767.0,True,Other Board Member
Joan L Coble,Assistant Secretary,Pennsylvania State University,,,,479.0,,,130769515.0,495767.0,True,Other Board Member
Paula R Ammerman,Associate Secretary,Pennsylvania State University,,,,479.0,,,130769515.0,495767.0,True,Other Board Member
Walter J Conti,Governor Appointed Trustee,Pennsylvania State University,,Penn State 1952 BS,,479.0,,,130769515.0,495767.0,True,Trustee
Joseph J Doncsecz,Assistant Treasurer,Pennsylvania State University,,,,479.0,,,130769515.0,495767.0,True,Other Board Member
Alvin H Clemens,Governor Appointed Trustee,Pennsylvania State University,,,"Chairman, HealthAxis, Inc",479.0,,,130769515.0,495767.0,True,Trustee
Steve A Garban,"Senior Vice President, Finance And Operations",Pennsylvania State University,,Penn State 1959 BS,,479.0,,,130769515.0,495767.0,True,Board Vice President
David F Marshall,Assistant Treasurer,Pennsylvania State University,,,,480.0,,,130769515.0,495767.0,True,Other Board Member
Edward R Hintz,Industrial Trustee,Pennsylvania State University,,,"President, Hintz, Holman & Hecksher. Inc",479.0,,,130769515.0,495767.0,True,Trustee
Deborah M Meder,Assistant Treasurer,Pennsylvania State University,,,E-mail: dmm4@psu.edu,480.0,,,130769515.0,495767.0,True,Other Board Member
David M Joyner,Alumni Trustee,Pennsylvania State University,,,"Chief Executive Officer and Chairman of the Board, Mushin, Inc",480.0,,,130769515.0,495767.0,True,Trustee
David R Jones,Alumni Trustee,Pennsylvania State University,,Penn State 1954 BA; NYU 1961 MA,"Assistant Managing Editor, The New York Times",480.0,,,130769515.0,495767.0,True,Trustee
George T Henning,Alumni Trustee,Pennsylvania State University,,,,479.0,,,130769515.0,495767.0,True,Trustee
Michael Diberardinis,Ex Officio Trustee,Pennsylvania State University,,,"Secretary, Conservation and Natural Resources Department, Pennsylvania",479.0,,,130769515.0,495767.0,True,"Trustee, Ex Officio"
Edward P Junker,Industrial Trustee,Pennsylvania State University,,Penn State 1959 BS,,480.0,,,130769515.0,495767.0,True,Trustee
Robert A Fortinksy,Governor Appointed Trustee,Pennsylvania State University,,,"President, Fortune Fabrics, Inc",479.0,,,130769515.0,495767.0,True,Trustee
Robert D Metzgar,Industrial Trustee,Pennsylvania State University,,,"President and Owner, North Penn Pipe & Supply, Inc",480.0,,,130769515.0,495767.0,True,Trustee
Leslie Eugene Goodman,Governor,Rutgers State University Of New Jersey,,"Rutgers 1965 BA, 1970 MBA, 1980 JD",,509.0,,,102322142.0,186380.0,True,Trustee
Martha A Cotter,Faculty Representative Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Other Board Member
M William Howard,Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Trustee
Anne M Thomas,Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Trustee
Eugene Michael Ohara,Governor,Rutgers State University Of New Jersey,,Rutgers 1962 BS,,509.0,,,102322142.0,186380.0,True,Trustee
Duncan L Macmillan,Governor,Rutgers State University Of New Jersey,,Montclair State 1968 BA; Rutgers (Newark) 1976 JD; NYU 1982 LLM,"Senior Vice President and General Counsel, Ingersoll-Rand Company Limited",509.0,,,102322142.0,186380.0,True,Trustee
Paul L Leath,Faculty Representative Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Other Board Member
David J Harris,Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Trustee
Ronald W Giaconia,Vice Chairman,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Board Vice President
Joan L Bildner,Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Trustee
Jeffrey C Apfel,Senior Vice President,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Board Vice President
Albert R Gamper,Chairman,Rutgers State University Of New Jersey,,Rutgers BA,"Chairman, CIT Group IncNote: Retires December 31, 2004One CIT Drive, Livingston, NJ 07039",509.0,,,102322142.0,186380.0,True,Board President
Frederick Desanti,Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Trustee
Shashi K Dholandas,Student Representative Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Other Board Member
Kurt T Borowsky,Trustee,Seton Hall University,,,"Chairman, Van Beuren Management, Inc",535.0,,,12524447.0,186584.0,True,Regent
Anthony Kulig,Trustee,Seton Hall University,,,"Pastor, Lady of Mount Carmel",535.0,,,12524447.0,186584.0,True,Regent
Joseph Reilly,Trustee,Seton Hall University,,,"Rector, The College Seminary, Seton Hall University",535.0,,,12524447.0,186584.0,True,Regent
The Most Reverend John J Myers,Trustee,Seton Hall University,,,Archbishop-Elect. Archdiocese of Newark,535.0,,,12524447.0,186584.0,True,Regent
Monsignor John J Gilchrist,Trustee,Seton Hall University,,,"Pastor, Holy Cross Church",535.0,,,12524447.0,186584.0,True,Regent
Thomas Sharkey,Trustee,Seton Hall University,,,"Chairman, Fleet Insurance Services",535.0,,,12524447.0,186584.0,True,Regent
Aurthur J Serratelli,Trustee,Seton Hall University,,,Viscar General and Moderator of the Curia Archodiocese of Newark,535.0,,,12524447.0,186584.0,True,Regent
Monsignor Robert Sheeran,Trustee,Seton Hall University,,,,535.0,,,12524447.0,186584.0,True,Regent
Frances T Henry,Vice Chairman,University of Louisiana System,,,,683.0,,,2799628689.0,,True,Board Vice President
Jeraul Mackey,Student Regent,University of Louisiana System,,,E-mail: jmackey@uno.edu,683.0,,,2799628689.0,,True,Other Board Member
William A Oliver,Regent,University of Louisiana System,,MeNeese State BS; Tulane MBA,,683.0,,,2799628689.0,,True,Member
Scott Brame,Regent,University of Louisiana System,,,,683.0,,,2799628689.0,,True,Member
William Clinton Bubba Rasberry,Regent,University of Louisiana System,,,President and Chief Executive OfficerDryades Savings Bank,683.0,,,2799628689.0,,True,Member
Reggie Dupre,Regent,University of Louisiana System,,,"Chief Executive Officer, Dupre Transport, LLC",683.0,,,2799628689.0,,True,Member
Richard E Daquin,Regent,University of Louisiana System,,,,683.0,,,2799628689.0,,True,Member
William Blake,Regent,University of Louisiana System,,,"President, The Lacassane Company",683.0,,,2799628689.0,,True,Member
Artis L Terrell,Regent,University of Louisiana System,,,,683.0,,,2799628689.0,,True,Member
Pat A Strong,Secretary,University of Louisiana System,,,,683.0,,,2799628689.0,,True,Other Board Member
William Clifford Smith,Regent,University of Louisiana System,,,"Chairman of the Board, T. Baker Smith & Son, Inc",683.0,,,2799628689.0,,True,Member
Virgil Robinson,Regent,University of Louisiana System,,,President and Chief Executive OfficerDryades Savings Bank,683.0,,,2799628689.0,,True,Member
Stanley J Jacobs,Regent,University of Louisiana System,,,,683.0,,,2799628689.0,,True,Member
Robert W Levy,Regent,University of Louisiana System,,,,683.0,,,2799628689.0,,True,Member
Lilly Tempelsman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Edward Anfang,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Peter Abrons,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Janet Adler,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Benay Lindenauer,Career Development Coordinator,Yeshiva University,Wurzweiler School of Social Work,,,878.0,,,19772626.0,197708.0,True,Overseer
Morry J Weiss,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Herbert Barbanel,Secretary,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Other Board Member
Samuel Skura,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Katherine Sachs,Chair,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Board President
Therese Rosenblatt,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Froma Benerofe,Governor,Yeshiva University,Wurzweiler School of Social Work,,,879.0,,,19772626.0,197708.0,True,Overseer
Phyllis Gelman Kukin,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Ira Kukin,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Ellen J Klausner,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
Irma R Hilton,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,878.0,,,19772626.0,197708.0,True,Overseer
