Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Notes,Career,AffiliationId,carnegie_id,PrimarySample,FixedPosition
Paul W Mikos,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Jeffrey P Von Arx,Trustee,Loyola Marymount University,,"Princeton 1969 AB; Yale 1973 MA1975 MPhil, 1980 PhD; Weston Theology 1981 MDiv",,436.0,,,35566140.0,117946.0,True,Regent
Robert J Abernethy,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Michael R Steed,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Joan A Payden,Trustee,Loyola Marymount University,,Trinity Col (DC) BA; Harvard 1981 AMP,,436.0,,,35566140.0,117946.0,True,Regent
Rosemary L Turner,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Walter F Ulloa,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Thomas R Von Der Ahe Sr,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Robert T Walsh,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Liam E Mcgee,Trustee,Loyola Marymount University,,Loyola Law JD,,436.0,,,35566140.0,117946.0,True,Regent
Robert W Scholla,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Thomas E Larkin,Trustee,Loyola Marymount University,,Notre Dame 1961 BA,,436.0,,,35566140.0,117946.0,True,Regent
Elbridge H Stuart,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Stephen M Mosko,Trustee,Loyola Marymount University,,Loyola Marymount,,436.0,,,35566140.0,117946.0,True,Regent
Kathleen L Mccarthy,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Robert C Baker,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Kathleen Hannon Aikenhead,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
James R Belardi,Trustee,Loyola Marymount University,,Stanford 1979 BA; UCLA 1981 MBA,,436.0,,,35566140.0,117946.0,True,Regent
Irma J Browndillon,Trustee,Loyola Marymount University,,Arizona State 1974 BS,,436.0,,,35566140.0,117946.0,True,Regent
Larry R Carter,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Alex Chaves Sr,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
John F Cosgrove,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Robert B Lawton,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Laura D Williamson,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
R Chad Dreier,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
George Av Dunning,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Rudy F Deleon,Chairman,Loyola Marymount University,,Loyola Marymount 1969 BS,,436.0,,,35566140.0,117946.0,True,Board President
Mary Genino Rshm,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Anne Hennessy Csj,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Thomas G Hynes,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Daniel K Lahart,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Frederick B Craves,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Deborah Lanni,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Rita Arthur Rshm,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Bruce C Edwards,Trustee,Loyola Marymount University,,,,436.0,,,35566140.0,117946.0,True,Regent
Paul J Fitzgerald,Trustee,Loyola Marymount University,,"Santa Clara 1980 BA; Weston Theology 1991 MDiv, 1993",,436.0,,,35566140.0,117946.0,True,Regent
James M Burns,Vice Chairman,New Jersey Institute Of Technology,,,"Partner, Genova, Burns & Vernoia",494.0,,,118118575.0,185828.0,True,Board Vice President
Vincent L Decaprio,Trustee,New Jersey Institute Of Technology,,NJIT 1972,"President, Vyteris",494.0,,,118118575.0,185828.0,True,Overseer
Elizabeth Liz Garcia,Trustee,New Jersey Institute Of Technology,,,"Manager, Public Affairs, Infineum",494.0,,,118118575.0,185828.0,True,Overseer
Dennis M Bone,Trustee,New Jersey Institute Of Technology,,,"President, Verizon New Jersey Inc",494.0,,,118118575.0,185828.0,True,Overseer
Cory A Booker,Ex Officio Trustee,New Jersey Institute Of Technology,,"Stanford 1991 BA, 1992 MA; Yale 1997 JD","Mayor, Office of the Mayor, City of Newark",494.0,,,118118575.0,185828.0,True,"Overseer, Ex Officio"
Jon S Corzine,Ex Officio Trustee,New Jersey Institute Of Technology,,Illinois 1969 BA; Chicago 1973 MBA,"Governor (D), State of New Jersey",494.0,,,118118575.0,185828.0,True,"Overseer, Ex Officio"
Philip K Beachem,Trustee,New Jersey Institute Of Technology,,,"President, New Jersey Alliance for Action",494.0,,,118118575.0,185828.0,True,Overseer
Peter A Cistaro,Trustee,New Jersey Institute Of Technology,,NJIT 1968 PhD,,494.0,,,118118575.0,185828.0,True,Overseer
Diane Montalto,Trustee,New Jersey Institute Of Technology,,,"Senior Director, Corporate Engineering and Facilities Management, Par Pharmaceutical Companies, Inc",494.0,,,118118575.0,185828.0,True,Overseer
Arthur F Powell,Trustee,New Jersey Institute Of Technology,,,"President, Powell Capital Markets, Inc",494.0,,,118118575.0,185828.0,True,Overseer
David J Samuel,Trustee,New Jersey Institute Of Technology,,,"Managing Partner, CME Associates",494.0,,,118118575.0,185828.0,True,Overseer
Stephen P Depalma,Vice Chairman,New Jersey Institute Of Technology,,NJIT 1972,"President and Chief Executive Officer, Schoor DePalma",494.0,,,118118575.0,185828.0,True,Board Vice President
Kevin F Toolan,Trustee,New Jersey Institute Of Technology,,,"President and Chairman of the Board, T&M Associates",494.0,,,118118575.0,185828.0,True,Overseer
Anthony J Knapp,Trustee,New Jersey Institute Of Technology,,,"Owner, Black Horse Inn",494.0,,,118118575.0,185828.0,True,Overseer
Duncan L Macmillan,Governor,Rutgers State University Of New Jersey,,Rutgers 1966 BA; Fordham 1967 MA; NYU 1971 MBA,,595.0,,,102322142.0,186380.0,True,Trustee
Patricia Nachtigal,Vice Chairman,Rutgers State University Of New Jersey,,Montclair State Col 1968 BA; Rutgers (Newark) 1976 JD; NYU 1982 LLM,"Senior Vice President and General Counsel, Ingersoll-Rand Company Limited",595.0,,,102322142.0,186380.0,True,Board Vice President
George R Zoffinger,Governor,Rutgers State University Of New Jersey,,Penn State 1970 BA: NYU 1971 MA,"President and Chief Executive Officer, New Jersey Sports and Exposition Authority Capital Corporation",595.0,,,102322142.0,186380.0,True,Trustee
John F Russo Sr,Governor,Rutgers State University Of New Jersey,,Notre Dame 1955; Columbia 1958 JD,"Partner, Princeton Public Affairs Group, Inc",595.0,,,102322142.0,186380.0,True,Trustee
Samuel Rabinowitz,Faculty Representative Governor,Rutgers State University Of New Jersey,,,,595.0,,,102322142.0,186380.0,True,Other Board Member
Eugene Michael Ohara,Governor,Rutgers State University Of New Jersey,,Rutgers (Newark) 1962 BS,"Chief Financial Officer, Prudential Insurance Company of America",595.0,,,102322142.0,186380.0,True,Trustee
Patrick M Ryan,Governor,Rutgers State University Of New Jersey,,Notre Dame 1967,"President and Chief Executive Officer, Yardville National Bank; Trustee, Board of Trustees, Rutgers, The State University of New Jersey",595.0,,,102322142.0,186380.0,True,Trustee
M William Howard,Chairman,Rutgers State University Of New Jersey,,Morehouse Col 1968 BA; Princeton Sem 1972 MDiv,"Pastor, Bethany Baptist Church",595.0,,,102322142.0,186380.0,True,Board President
Robert A Laudicina,Governor,Rutgers State University Of New Jersey,,"Rutgers 1963 BA, 1965 MA; Columbia 1968 PhD",,595.0,,,102322142.0,186380.0,True,Trustee
Leslie Eugene Goodman,Governor,Rutgers State University Of New Jersey,,"Rutgers 1965 BA, 1970 MBA; Rutgers (Camden) 1980 JD","Chair, The Eagle Group",595.0,,,102322142.0,186380.0,True,Trustee
Rochelle Gizinski,Governor,Rutgers State University Of New Jersey,,Rutgers 1980 BA; Seton Hall 1983 JD,"Partner, Abazia & Gininski, L.L.C",595.0,,,102322142.0,186380.0,True,Trustee
Albert R Gamper,Governor,Rutgers State University Of New Jersey,,,,595.0,,,102322142.0,186380.0,True,Trustee
Bruce Fehn,Treasurer (Interim),Rutgers State University Of New Jersey,,,,595.0,,,102322142.0,186380.0,True,Other Board Member
Leslie A Fehrenbach,Secretary,Rutgers State University Of New Jersey,,,,595.0,,,102322142.0,186380.0,True,Other Board Member
Richard L Mccormick,President,Rutgers State University Of New Jersey,,,,595.0,,,102322142.0,186380.0,True,Board President
Monsignor John Doran,Trustee,Seton Hall University,,,"Vicar General and Moderator of the Curia, Archdiocese of Newark",626.0,,,12524447.0,186584.0,True,Regent
The Most Reverend Arthur J Serratelli,Trustee,Seton Hall University,,Seton Hall 1965 BA; Pontifical Gregorian (Italy) DD,"Affiliation: Bishop, Diocese of Paterson",626.0,,,12524447.0,186584.0,True,Regent
John J Schimpf,Trustee,Seton Hall University,,,"Consultant and Portfolio Manager, Denholtz Associates",626.0,,,12524447.0,186584.0,True,Regent
Joseph Reilly,Trustee,Seton Hall University,,,,626.0,,,12524447.0,186584.0,True,Regent
The Most Reverend John J Myers,Chairman,Seton Hall University,,,"Archbishop, Archdiocese of Newark",626.0,,,12524447.0,186584.0,True,Board President
Monsignor James M Cafone,Vice Chairman,Seton Hall University,,,,626.0,,,12524447.0,186584.0,True,Board Vice President
Phillip Frese,Trustee,Seton Hall University,,,"Executive Vice President, Operations, Catholic Health and Human Services Corporation",626.0,,,12524447.0,186584.0,True,Regent
Kurt T Borowsky,Trustee,Seton Hall University,,,"Chairman, Van Beuren Management, Inc",626.0,,,12524447.0,186584.0,True,Regent
Monsignor Robert Sheeran,Trustee,Seton Hall University,,,,626.0,,,12524447.0,186584.0,True,Regent
Joseph P La Sala,Trustee,Seton Hall University,,St Peter's Col 1969 BS; Seton Hall 1972 JD,"Partner, McElroy, Deutsch, Mulvaney & Carpenter, LLP",626.0,,,12524447.0,186584.0,True,Regent
Pamela M Swartzberg,Secretary,Seton Hall University,,,"Chair, Womens Commission, Archdiocese of Newark",626.0,,,12524447.0,186584.0,True,Other Board Member
Thomas Sharkey,Trustee,Seton Hall University,,,"General Partner, Sharkey & Associates, LLC",626.0,,,12524447.0,186584.0,True,Regent
Gerald P Buccino,Trustee,Seton Hall University,,,"President, The Buccino Foundation",626.0,,,12524447.0,186584.0,True,Regent
Bruce A Tomason,Trustee,Seton Hall University,,,"President and Chief Executive Officer, Alterna LLC",626.0,,,12524447.0,186584.0,True,Regent
Monsignor Robert Wister,Trustee,Seton Hall University,,,,626.0,,,12524447.0,186584.0,True,Regent
Edward F Ed Cox,Member,State University of New York System,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,1327163397.0,,True,Member
Christopher Parker Conners,Member,State University of New York System,,,Vice President. British American,660.0,,,1327163397.0,,True,Member
Randy A Daniels,Vice Chairman,State University of New York System,,Southern Illinois BA,,660.0,,,1327163397.0,,True,Board Vice President
Thomas F Egan,Trustee,State University of New York System,,,,660.0,,,1327163397.0,,True,Member
John J Cremins,Member,State University of New York System,,,,660.0,,,1327163397.0,,True,Member
Lori L Wagner,Board Member,Virginia Polytechnic Institute And State University,,Virginia Tech,,980.0,,,859038795.0,233921.0,True,Member
James R Smith,Board Member,Virginia Polytechnic Institute And State University,,Virginia Tech 1974,,979.0,,,859038795.0,233921.0,True,Member
Ryan C Smith,Undergraduate Student Representative,Virginia Polytechnic Institute And State University,,,,979.0,,,859038795.0,233921.0,True,Other Board Member
Philip S Thompson,Board Member,Virginia Polytechnic Institute And State University,,,,979.0,,,859038795.0,233921.0,True,Member
Ira Kukin,Vice Chairman,Yeshiva University,,,"Chairman, Apollo Technologies International",1030.0,,,19772626.0,197708.0,True,Board Vice President
Michael G Jesselson,Trustee,Yeshiva University,,,"President, Jesselson Capital Corporation",1030.0,,,19772626.0,197708.0,True,Overseer
Joseph Wilf,Vice Chairman,Yeshiva University,,,"Chief Executive Officer, Garden Homes Management Corporation",1030.0,,,19772626.0,197708.0,True,Board Vice President
Bernard L Madoff,Treasurer,Yeshiva University,,,"Principal/Member, Bernard L. Madoff Investment Securities LLC",1030.0,,,19772626.0,197708.0,True,Other Board Member
Matthew J Maryles,Trustee,Yeshiva University,,Brooklyn BS; Brooklyn Law JD,"Member, Wolf Maryles & Associates, LLC",1030.0,,,19772626.0,197708.0,True,Overseer
J Ezra Merkin,Trustee,Yeshiva University,,,"Managing Partner, Gabriel Capital Group",1030.0,,,19772626.0,197708.0,True,Overseer
Lance L Hirt,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
David I Schachne,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Irwin Shapiro,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Mordecai D Katz,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Fanya Gottesfeld Heller,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ronald P Stanton,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Moshael J Straus,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Sy Syms,Vice Chairman,Yeshiva University,,,"Chairman, Syms Corporation",1030.0,,,19772626.0,197708.0,True,Board Vice President
David Yagoda,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Morry J Weiss,Chairman,Yeshiva University,,,"Chairman, American Greetings Corporation One American Road, Cleveland, OH 44144-2398",1030.0,,,19772626.0,197708.0,True,Board President
Jay L Schottenstein,Trustee,Yeshiva University,,,"Chairman of the Board and Chief Executive Officer, DSW Inc4150 East Fifth Avenue, Columbus, OH 43219",1030.0,,,19772626.0,197708.0,True,Overseer
Kathryn O Greenberg,Trustee,Yeshiva University,,,"Founder and Honorary Chairman, New York Legal Assistance Group450 West 33rd Street, 11th Floor, New York, NY 10001",1030.0,,,19772626.0,197708.0,True,Overseer
David S Gottesman,Trustee,Yeshiva University,,,"Senior Managing Director, First Manhattan Co",1030.0,,,19772626.0,197708.0,True,Overseer
Alan E Goldberg,Trustee,Yeshiva University,,NYU BA. MBA: Yeshiva JD,"Co-Managing Partner, Lindsay Goldberg & Bessemer G.P. LLC",1030.0,,,19772626.0,197708.0,True,Overseer
Henry Kressel,Trustee,Yeshiva University,,,"Managing Director, Warburg Pincus LLC",1030.0,,,19772626.0,197708.0,True,Overseer
Marcos D Katz,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Vivian Glueck Rosenberg,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Richard M Joel,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Warren Eisenberg,Trustee,Yeshiva University,,,"Co-Chairman, Bed Bath & Beyond Inc650 Liberty Avenue, Union, NJ 07083",1030.0,,,19772626.0,197708.0,True,Overseer
E Billi Ivry,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Joshua L Muss,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ronnie Heyman,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Josh S Weston,Trustee,Yeshiva University,,CCNY 1950 BS,"Honorary Chairman, Automatic Data Processing, Inc. (1998-2004)",1030.0,,,19772626.0,197708.0,True,Overseer
David J Azrieli,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Jayne G Beker,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Jack A Belz,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Robert M Beren,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Julius Berman,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Marvin S Bienenfeld,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Marjorie Diener Blenden,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ludwig Bravmann,Vice Chairman,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Board Vice President
Sender Z Cohen,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
David Eshaghian,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Jeffrey J Feil,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Felix L Glaubach,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Norman Lamm,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ira M Millstein,Trustee,Yeshiva University,,Columbia 1949 LLB,"Senior Partner, Weil, Gotshal & Manges LLP",1030.0,,,19772626.0,197708.0,True,Overseer
