carnegie_id,AffiliationId,year,admissions.admission_rate.overall
100858.0,82497590.0,2011,0.7
100858.0,82497590.0,2012,0.7723
100858.0,82497590.0,2013,0.8274
100858.0,82497590.0,2014,0.8347
100858.0,82497590.0,2015,0.7766
100858.0,82497590.0,2016,0.8054
100858.0,82497590.0,2017,0.8393
100858.0,82497590.0,2018,0.7543
100858.0,82497590.0,2019,0.8067
100858.0,82497590.0,2020,0.8507
100858.0,82497590.0,2021,0.7118
100937.0,41112366.0,2001,0.9179
100937.0,41112366.0,2002,0.8948
100937.0,41112366.0,2003,0.8852
100937.0,41112366.0,2004,0.8263
100937.0,41112366.0,2005,0.6306
100937.0,41112366.0,2006,0.5701
100937.0,41112366.0,2007,0.6595
100937.0,41112366.0,2008,0.6897
100937.0,41112366.0,2009,0.5871
100937.0,41112366.0,2010,0.6649
100937.0,41112366.0,2011,0.6418
100937.0,41112366.0,2012,0.6522
100937.0,41112366.0,2013,0.6422
100937.0,41112366.0,2014,0.5339
100937.0,41112366.0,2015,0.5306
100937.0,41112366.0,2016,0.4839
100937.0,41112366.0,2017,0.6186
100937.0,41112366.0,2018,0.5666
100937.0,41112366.0,2019,0.5381
100937.0,41112366.0,2020,0.6045
100937.0,41112366.0,2021,0.6591
102049.0,83321563.0,2001,0.8802
102049.0,83321563.0,2002,0.8859
102049.0,83321563.0,2003,0.8963
102049.0,83321563.0,2004,0.8963
102049.0,83321563.0,2005,0.8796
102049.0,83321563.0,2006,0.8849
102049.0,83321563.0,2007,0.8563
102049.0,83321563.0,2008,0.8936
102049.0,83321563.0,2009,0.8352
102049.0,83321563.0,2010,0.8669
102049.0,83321563.0,2011,0.8258
102049.0,83321563.0,2012,0.7563
102049.0,83321563.0,2013,0.7697
102049.0,83321563.0,2014,0.8191
102049.0,83321563.0,2015,0.933
102049.0,83321563.0,2016,0.9138
102049.0,83321563.0,2017,0.8319
102049.0,83321563.0,2018,0.8208
102049.0,83321563.0,2019,0.8331
102049.0,83321563.0,2020,0.8399
102049.0,83321563.0,2021,0.8387
102094.0,83809506.0,2001,0.9339
102094.0,83809506.0,2002,0.9279
102094.0,83809506.0,2003,0.4111
102094.0,83809506.0,2004,0.7633
102094.0,83809506.0,2005,0.8646
102094.0,83809506.0,2006,0.9257
102094.0,83809506.0,2007,0.8828
102094.0,83809506.0,2008,0.9024
102094.0,83809506.0,2009,0.8965
102094.0,83809506.0,2010,0.8645
102094.0,83809506.0,2011,0.8726
102094.0,83809506.0,2012,0.8719
102094.0,83809506.0,2013,0.8604
102094.0,83809506.0,2014,0.8351
102094.0,83809506.0,2015,0.7816
102094.0,83809506.0,2016,0.805
102094.0,83809506.0,2017,0.8208
102094.0,83809506.0,2018,0.7931
102094.0,83809506.0,2019,0.7869
102094.0,83809506.0,2020,0.7303
102094.0,83809506.0,2021,0.7078
102234.0,50213246.0,2001,0.774
102234.0,50213246.0,2002,0.8057
102234.0,50213246.0,2003,0.795
102234.0,50213246.0,2004,0.7972
102234.0,50213246.0,2005,0.8008
102234.0,50213246.0,2006,0.5342
102234.0,50213246.0,2007,0.6584
102234.0,50213246.0,2008,0.5751
102234.0,50213246.0,2009,0.5501
102234.0,50213246.0,2010,0.5307
102234.0,50213246.0,2011,0.4854
102234.0,50213246.0,2012,0.4743
102234.0,50213246.0,2013,0.4627
102234.0,50213246.0,2014,0.5177
102234.0,50213246.0,2015,0.4132
102234.0,50213246.0,2016,0.4353
102234.0,50213246.0,2017,0.4568
102234.0,50213246.0,2018,0.6577
102234.0,50213246.0,2019,0.4978
102234.0,50213246.0,2020,0.5416
102234.0,50213246.0,2021,0.7152
102368.0,149292303.0,2001,0.6382
102368.0,149292303.0,2002,0.7244
102368.0,149292303.0,2003,0.7511
102368.0,149292303.0,2004,0.6754
102368.0,149292303.0,2005,0.8082
102368.0,149292303.0,2006,0.8125
102368.0,149292303.0,2007,0.7397
102368.0,149292303.0,2008,0.6422
102368.0,149292303.0,2009,0.6624
102368.0,149292303.0,2010,0.6951
102368.0,149292303.0,2011,0.7147
102368.0,149292303.0,2012,0.6229
102368.0,149292303.0,2013,0.6821
102368.0,149292303.0,2014,0.7326
102368.0,149292303.0,2015,0.9187
102368.0,149292303.0,2016,0.9125
102368.0,149292303.0,2017,0.8812
102368.0,149292303.0,2018,0.8767
102368.0,149292303.0,2019,0.8757
102368.0,149292303.0,2020,0.9243
102368.0,149292303.0,2021,0.9527
102377.0,6026837.0,2001,0.7164
102377.0,6026837.0,2002,0.6704
102377.0,6026837.0,2003,0.807
102377.0,6026837.0,2004,0.8054
102377.0,6026837.0,2005,0.8056
102377.0,6026837.0,2006,0.8056
102377.0,6026837.0,2007,0.59
102377.0,6026837.0,2008,0.5898
102377.0,6026837.0,2009,0.5898
102377.0,6026837.0,2010,0.5972
102377.0,6026837.0,2011,0.641
102377.0,6026837.0,2012,0.6451
102377.0,6026837.0,2013,0.3511
102377.0,6026837.0,2014,0.4922
102377.0,6026837.0,2015,0.5296
102377.0,6026837.0,2016,0.4999
102377.0,6026837.0,2017,0.5032
102377.0,6026837.0,2018,0.5182
102377.0,6026837.0,2019,0.5173
102377.0,6026837.0,2020,0.6113
102377.0,6026837.0,2021,0.342
102553.0,147853995.0,2001,0.9553
102553.0,147853995.0,2002,0.8681
102553.0,147853995.0,2003,0.7639
102553.0,147853995.0,2004,0.8032
102553.0,147853995.0,2005,0.7449
102553.0,147853995.0,2006,0.7271
102553.0,147853995.0,2007,0.7148
102553.0,147853995.0,2008,0.6794
102553.0,147853995.0,2009,0.7248
102553.0,147853995.0,2015,0.706
102553.0,147853995.0,2016,0.8285
102553.0,147853995.0,2017,0.8283
102553.0,147853995.0,2018,0.8115
102553.0,147853995.0,2019,0.8296
102553.0,147853995.0,2020,0.7683
102553.0,147853995.0,2021,0.6905
102614.0,141472210.0,2001,0.7871
102614.0,141472210.0,2002,0.89
102614.0,141472210.0,2003,0.7783
102614.0,141472210.0,2004,0.7449
102614.0,141472210.0,2005,0.7268
102614.0,141472210.0,2006,0.7602
102614.0,141472210.0,2007,0.781
102614.0,141472210.0,2008,0.7084
102614.0,141472210.0,2009,0.7446
102614.0,141472210.0,2015,0.731
102614.0,141472210.0,2016,0.7347
102614.0,141472210.0,2017,0.767
102614.0,141472210.0,2018,0.7611
102614.0,141472210.0,2019,0.7599
102614.0,141472210.0,2020,0.6701
102614.0,141472210.0,2021,0.6469
102632.0,90464598.0,2003,0.542
102632.0,90464598.0,2004,0.8464
102632.0,90464598.0,2005,0.8194
102632.0,90464598.0,2006,0.7315
102632.0,90464598.0,2007,0.7161
102632.0,90464598.0,2008,0.7034
102632.0,90464598.0,2015,0.4891
102632.0,90464598.0,2016,0.4896
102632.0,90464598.0,2017,0.7105
102632.0,90464598.0,2018,0.6333
102632.0,90464598.0,2019,0.6057
102632.0,90464598.0,2020,0.6352
102632.0,90464598.0,2021,0.5625
104151.0,55732556.0,2001,0.7527
104151.0,55732556.0,2002,0.8474
104151.0,55732556.0,2003,0.884
104151.0,55732556.0,2004,0.861
104151.0,55732556.0,2005,0.9102
104151.0,55732556.0,2006,0.9242
104151.0,55732556.0,2007,0.9242
104151.0,55732556.0,2008,0.9431
104151.0,55732556.0,2009,0.9034
104151.0,55732556.0,2010,0.905
104151.0,55732556.0,2011,0.8664
104151.0,55732556.0,2012,0.8891
104151.0,55732556.0,2013,0.8023
104151.0,55732556.0,2014,0.8433
104151.0,55732556.0,2015,0.8291
104151.0,55732556.0,2016,0.825
104151.0,55732556.0,2017,0.8415
104151.0,55732556.0,2018,0.8478
104151.0,55732556.0,2019,0.8647
104151.0,55732556.0,2020,0.8837
104151.0,55732556.0,2021,0.8819
104179.0,138006243.0,2001,0.8425
104179.0,138006243.0,2002,0.8558
104179.0,138006243.0,2003,0.8506
104179.0,138006243.0,2004,0.8341
104179.0,138006243.0,2005,0.877
104179.0,138006243.0,2006,0.8606
104179.0,138006243.0,2007,0.7742
104179.0,138006243.0,2008,0.8054
104179.0,138006243.0,2009,0.78
104179.0,138006243.0,2010,0.7536
104179.0,138006243.0,2011,0.7536
104179.0,138006243.0,2012,0.7139
104179.0,138006243.0,2013,0.7692
104179.0,138006243.0,2014,0.7462
104179.0,138006243.0,2015,0.7643
104179.0,138006243.0,2016,0.7862
104179.0,138006243.0,2017,0.8358
104179.0,138006243.0,2018,0.8442
104179.0,138006243.0,2019,0.8459
104179.0,138006243.0,2020,0.8513
104179.0,138006243.0,2021,0.8727
104586.0,84475105.0,2001,0.7825
104586.0,84475105.0,2002,0.7809
104586.0,84475105.0,2003,0.8008
104586.0,84475105.0,2004,0.8668
104586.0,84475105.0,2005,0.8951
104586.0,84475105.0,2006,0.8804
104586.0,84475105.0,2007,0.8509
104586.0,84475105.0,2008,0.8616
104586.0,84475105.0,2009,0.8479
104586.0,84475105.0,2010,0.8193
104586.0,84475105.0,2011,0.8234
104586.0,84475105.0,2012,0.8234
104586.0,84475105.0,2013,0.7898
104586.0,84475105.0,2014,0.8016
104586.0,84475105.0,2015,0.7914
104586.0,84475105.0,2016,0.7634
104586.0,84475105.0,2017,0.7652
104586.0,84475105.0,2018,0.6723
104586.0,84475105.0,2019,0.657
104586.0,84475105.0,2020,0.6685
104586.0,84475105.0,2021,0.7376
104717.0,311071055.0,2001,0.6889
104717.0,311071055.0,2002,0.594
104717.0,311071055.0,2003,0.7211
104717.0,311071055.0,2004,0.6586
104717.0,311071055.0,2005,0.3316
104717.0,311071055.0,2006,0.6511
104717.0,311071055.0,2007,0.8244
104717.0,311071055.0,2008,0.9986
104717.0,311071055.0,2009,0.9998
104717.0,311071055.0,2010,1.0
104717.0,311071055.0,2011,0.3683
104717.0,311071055.0,2012,0.3237
104717.0,311071055.0,2013,0.548
104717.0,311071055.0,2014,0.5757
104717.0,311071055.0,2015,0.432
104717.0,311071055.0,2016,0.5694
104717.0,311071055.0,2017,0.6692
104717.0,311071055.0,2018,0.732
104717.0,311071055.0,2019,0.7694
104717.0,311071055.0,2020,0.8069
104717.0,311071055.0,2021,0.8284
105330.0,203172682.0,2001,0.8041
105330.0,203172682.0,2002,0.8148
105330.0,203172682.0,2003,0.8129
105330.0,203172682.0,2004,0.8545
105330.0,203172682.0,2005,0.8635
105330.0,203172682.0,2006,0.3228
105330.0,203172682.0,2007,0.7509
105330.0,203172682.0,2008,0.7433
105330.0,203172682.0,2009,0.7291
105330.0,203172682.0,2010,0.6523
105330.0,203172682.0,2011,0.6478
105330.0,203172682.0,2012,0.7632
105330.0,203172682.0,2013,0.9137
105330.0,203172682.0,2014,0.8099
105330.0,203172682.0,2015,0.7687
105330.0,203172682.0,2016,0.7804
105330.0,203172682.0,2017,0.8085
105330.0,203172682.0,2018,0.8262
105330.0,203172682.0,2019,0.8489
105330.0,203172682.0,2020,0.8164
105330.0,203172682.0,2021,0.7835
106245.0,102401767.0,2001,0.351
106245.0,79620101.0,2001,0.351
106245.0,102401767.0,2002,0.9739
106245.0,79620101.0,2002,0.9739
106245.0,102401767.0,2003,0.303
106245.0,79620101.0,2003,0.303
106245.0,102401767.0,2010,0.8731
106245.0,79620101.0,2010,0.8731
106245.0,102401767.0,2011,0.9624
106245.0,79620101.0,2011,0.9624
106245.0,102401767.0,2012,0.9946
106245.0,79620101.0,2012,0.9946
106245.0,102401767.0,2013,0.5274
106245.0,79620101.0,2013,0.5274
106245.0,102401767.0,2014,0.5928
106245.0,79620101.0,2014,0.5928
106245.0,102401767.0,2015,0.8983
106245.0,79620101.0,2015,0.8983
106245.0,102401767.0,2016,0.8983
106245.0,79620101.0,2016,0.8983
106245.0,102401767.0,2017,0.7463
106245.0,79620101.0,2017,0.7463
106245.0,102401767.0,2018,0.7933
106245.0,79620101.0,2018,0.7933
106245.0,102401767.0,2019,0.6582
106245.0,79620101.0,2019,0.6582
106245.0,102401767.0,2020,0.5604
106245.0,79620101.0,2020,0.5604
106245.0,102401767.0,2021,0.5769
106245.0,79620101.0,2021,0.5769
106397.0,78715868.0,2001,0.9014
106397.0,78715868.0,2002,0.8611
106397.0,78715868.0,2003,0.8488
106397.0,78715868.0,2004,0.7848
106397.0,78715868.0,2005,0.8745
106397.0,78715868.0,2006,0.6834
106397.0,78715868.0,2007,0.6179
106397.0,78715868.0,2008,0.5766
106397.0,78715868.0,2009,0.5609
106397.0,78715868.0,2010,0.604
106397.0,78715868.0,2011,0.609
106397.0,78715868.0,2012,0.6347
106397.0,78715868.0,2013,0.5858
106397.0,78715868.0,2014,0.6204
106397.0,78715868.0,2015,0.6006
106397.0,78715868.0,2016,0.632
106397.0,78715868.0,2017,0.6596
106397.0,78715868.0,2018,0.7747
106397.0,78715868.0,2019,0.7709
106397.0,78715868.0,2020,0.7767
106397.0,78715868.0,2021,0.8267
106412.0,94525581.0,2001,0.7186
106412.0,94525581.0,2002,0.7192
106412.0,94525581.0,2003,0.7041
106412.0,94525581.0,2004,0.6388
106412.0,94525581.0,2005,0.8854
106412.0,94525581.0,2006,0.6348
106412.0,94525581.0,2007,0.6427
106412.0,94525581.0,2008,0.5837
106412.0,94525581.0,2009,0.3272
106412.0,94525581.0,2010,0.3017
106412.0,94525581.0,2011,0.2937
106412.0,94525581.0,2012,0.3278
106412.0,94525581.0,2013,0.277
106412.0,94525581.0,2014,0.3868
106412.0,94525581.0,2015,0.4616
106412.0,94525581.0,2016,0.4193
106412.0,94525581.0,2017,0.4669
106412.0,94525581.0,2018,0.4435
106412.0,94525581.0,2019,0.4394
106412.0,94525581.0,2020,0.5966
106412.0,94525581.0,2021,0.6753
106458.0,125956826.0,2001,0.8179
106458.0,125956826.0,2002,0.7265
106458.0,125956826.0,2003,0.6603
106458.0,125956826.0,2004,0.6399
106458.0,125956826.0,2005,0.6476
106458.0,125956826.0,2006,0.7388
106458.0,125956826.0,2007,0.7984
106458.0,125956826.0,2008,0.7804
106458.0,125956826.0,2009,0.7703
106458.0,125956826.0,2010,0.6755
106458.0,125956826.0,2011,0.6325
106458.0,125956826.0,2012,0.7056
106458.0,125956826.0,2013,0.7551
106458.0,125956826.0,2014,0.7239
106458.0,125956826.0,2015,0.7024
106458.0,125956826.0,2016,0.704
106458.0,125956826.0,2017,0.6602
106458.0,125956826.0,2018,0.7721
106458.0,125956826.0,2019,0.7991
106458.0,125956826.0,2020,0.6719
106458.0,125956826.0,2021,0.6329
106704.0,32038505.0,2001,0.6684
106704.0,32038505.0,2002,0.678
106704.0,32038505.0,2003,0.7036
106704.0,32038505.0,2004,0.684
106704.0,32038505.0,2005,0.6803
106704.0,32038505.0,2006,0.5485
106704.0,32038505.0,2007,0.5423
106704.0,32038505.0,2008,0.4863
106704.0,32038505.0,2009,0.5804
106704.0,32038505.0,2010,0.9409
106704.0,32038505.0,2011,0.9093
106704.0,32038505.0,2012,0.9291
106704.0,32038505.0,2013,0.8997
106704.0,32038505.0,2014,0.9426
106704.0,32038505.0,2015,0.9218
106704.0,32038505.0,2016,0.8978
106704.0,32038505.0,2017,0.8995
106704.0,32038505.0,2018,0.911
106704.0,32038505.0,2019,0.9042
106704.0,32038505.0,2020,0.9378
106704.0,32038505.0,2021,0.9237
107044.0,107363760.0,2001,0.7036
107044.0,107363760.0,2002,0.7786
107044.0,107363760.0,2003,0.5829
107044.0,107363760.0,2004,0.5945
107044.0,107363760.0,2005,0.6152
107044.0,107363760.0,2006,0.5956
107044.0,107363760.0,2007,0.8009
107044.0,107363760.0,2008,0.7375
107044.0,107363760.0,2009,0.7259
107044.0,107363760.0,2010,0.7266
107044.0,107363760.0,2011,0.7218
107044.0,107363760.0,2012,0.7465
107044.0,107363760.0,2013,0.7628
107044.0,107363760.0,2014,0.9912
107044.0,107363760.0,2015,0.992
107044.0,107363760.0,2016,0.7018
107044.0,107363760.0,2017,0.7212
107044.0,107363760.0,2018,0.7462
107044.0,107363760.0,2019,0.6134
107044.0,107363760.0,2020,0.5507
107044.0,107363760.0,2021,0.5414
107080.0,130327366.0,2001,0.8416
107080.0,130327366.0,2002,0.8338
107080.0,130327366.0,2003,0.8642
107080.0,130327366.0,2004,0.852
107080.0,130327366.0,2005,0.825
107080.0,130327366.0,2006,0.8527
107080.0,130327366.0,2007,0.8269
107080.0,130327366.0,2008,0.943
107080.0,130327366.0,2009,0.813
107080.0,130327366.0,2010,0.8288
107080.0,130327366.0,2011,0.825
107080.0,130327366.0,2012,0.8297
107080.0,130327366.0,2013,0.8039
107080.0,130327366.0,2014,0.8282
107080.0,130327366.0,2015,0.8238
107080.0,130327366.0,2016,0.771
107080.0,130327366.0,2017,0.798
107080.0,130327366.0,2018,0.7217
107080.0,130327366.0,2019,0.6996
107080.0,130327366.0,2020,0.7054
107080.0,130327366.0,2021,0.683
110097.0,152479009.0,2001,0.5551
110097.0,152479009.0,2002,0.7667
110097.0,152479009.0,2003,0.7501
110097.0,152479009.0,2004,0.6059
110097.0,152479009.0,2005,0.394
110097.0,152479009.0,2006,0.6058
110097.0,152479009.0,2007,0.8168
110097.0,152479009.0,2008,0.8117
110097.0,152479009.0,2009,0.815
110097.0,152479009.0,2010,0.7771
110097.0,152479009.0,2011,0.7668
110097.0,152479009.0,2012,0.7466
110097.0,152479009.0,2013,0.7286
110097.0,152479009.0,2014,0.754
110097.0,152479009.0,2015,0.6985
110097.0,152479009.0,2016,0.6485
110097.0,152479009.0,2017,0.7198
110097.0,152479009.0,2018,0.7347
110097.0,152479009.0,2019,0.6985
110097.0,152479009.0,2020,0.6438
110097.0,152479009.0,2021,0.6077
110404.0,122411786.0,2001,0.153
110404.0,122411786.0,2002,0.2141
110404.0,122411786.0,2003,0.1693
110404.0,122411786.0,2004,0.205
110404.0,122411786.0,2005,0.205
110404.0,122411786.0,2006,0.1721
110404.0,122411786.0,2007,0.1688
110404.0,122411786.0,2008,0.1736
110404.0,122411786.0,2009,0.1527
110404.0,122411786.0,2010,0.1255
110404.0,122411786.0,2011,0.1277
110404.0,122411786.0,2012,0.1277
110404.0,122411786.0,2013,0.1055
110404.0,122411786.0,2014,0.0883
110404.0,122411786.0,2015,0.0881
110404.0,122411786.0,2016,0.0807
110404.0,122411786.0,2017,0.0774
110404.0,122411786.0,2018,0.0662
110404.0,122411786.0,2019,0.0642
110404.0,122411786.0,2020,0.0669
110404.0,122411786.0,2021,0.0392
110413.0,176611909.0,2001,0.8348
110413.0,176611909.0,2002,0.7345
110413.0,176611909.0,2003,0.7732
110413.0,176611909.0,2004,0.7572
110413.0,176611909.0,2005,0.6889
110413.0,176611909.0,2006,0.6645
110413.0,176611909.0,2007,0.6785
110413.0,176611909.0,2008,0.6479
110413.0,176611909.0,2009,0.6224
110413.0,176611909.0,2010,0.4719
110413.0,176611909.0,2011,0.4399
110413.0,176611909.0,2012,0.4726
110413.0,176611909.0,2013,0.4802
110413.0,176611909.0,2014,0.6097
110413.0,176611909.0,2015,0.6156
110413.0,176611909.0,2016,0.6419
110413.0,176611909.0,2017,0.7275
110413.0,176611909.0,2018,0.7147
110413.0,176611909.0,2019,0.7142
110413.0,176611909.0,2020,0.7439
110413.0,176611909.0,2021,0.8194
110422.0,149919469.0,2001,0.2117
110422.0,149919469.0,2002,0.1941
110422.0,149919469.0,2003,0.1526
110422.0,149919469.0,2004,0.159
110422.0,149919469.0,2005,0.1438
110422.0,149919469.0,2006,0.1733
110422.0,149919469.0,2007,0.466
110422.0,149919469.0,2008,0.448
110422.0,149919469.0,2009,0.3334
110422.0,149919469.0,2010,0.3727
110422.0,149919469.0,2011,0.3254
110422.0,149919469.0,2012,0.374
110422.0,149919469.0,2013,0.3123
110422.0,149919469.0,2014,0.3089
110422.0,149919469.0,2015,0.3129
110422.0,149919469.0,2016,0.2949
110422.0,149919469.0,2017,0.3461
110422.0,149919469.0,2018,0.3017
110422.0,149919469.0,2019,0.2842
110422.0,149919469.0,2020,0.3843
110422.0,149919469.0,2021,0.33
110468.0,126533617.0,2001,0.7076
110468.0,126533617.0,2002,0.4834
110468.0,126533617.0,2003,0.4817
110468.0,126533617.0,2004,0.4504
110468.0,126533617.0,2005,0.2895
110468.0,126533617.0,2012,0.4444
110468.0,126533617.0,2013,0.4922
110468.0,126533617.0,2014,0.3855
110468.0,126533617.0,2015,0.9155
110468.0,126533617.0,2016,0.7368
110468.0,126533617.0,2017,0.8
110468.0,126533617.0,2018,1.0
110468.0,126533617.0,2019,0.6667
110468.0,126533617.0,2020,0.381
110468.0,126533617.0,2021,1.0
110486.0,118839592.0,2001,0.6578
110486.0,118839592.0,2002,0.6345
110486.0,118839592.0,2003,0.6055
110486.0,118839592.0,2004,0.5868
110486.0,118839592.0,2005,0.4904
110486.0,118839592.0,2006,0.5607
110486.0,118839592.0,2007,0.5525
110486.0,118839592.0,2008,0.4778
110486.0,118839592.0,2009,0.6084
110486.0,118839592.0,2010,0.7147
110486.0,118839592.0,2011,0.6627
110486.0,118839592.0,2012,0.6695
110486.0,118839592.0,2013,0.6626
110486.0,118839592.0,2014,0.706
110486.0,118839592.0,2015,0.6875
110486.0,118839592.0,2016,0.6782
110486.0,118839592.0,2017,0.6112
110486.0,118839592.0,2018,0.6051
110486.0,118839592.0,2019,0.8071
110486.0,118839592.0,2020,0.7838
110486.0,118839592.0,2021,0.8521
110495.0,197875241.0,2001,0.7264
110495.0,197875241.0,2002,0.6831
110495.0,197875241.0,2003,0.67
110495.0,197875241.0,2004,0.6316
110495.0,197875241.0,2005,0.58
110495.0,197875241.0,2006,0.6465
110495.0,197875241.0,2007,0.638
110495.0,197875241.0,2008,0.6527
110495.0,197875241.0,2009,0.6578
110495.0,197875241.0,2010,0.366
110495.0,197875241.0,2011,0.3356
110495.0,197875241.0,2012,0.7663
110495.0,197875241.0,2013,0.7215
110495.0,197875241.0,2014,0.7272
110495.0,197875241.0,2015,0.7063
110495.0,197875241.0,2016,0.7434
110495.0,197875241.0,2017,0.7706
110495.0,197875241.0,2018,0.8582
110495.0,197875241.0,2019,0.8929
110495.0,197875241.0,2020,0.8932
110495.0,197875241.0,2021,0.9476
110510.0,43369023.0,2001,0.695
110510.0,43369023.0,2002,0.7026
110510.0,43369023.0,2003,0.6883
110510.0,43369023.0,2004,0.6258
110510.0,43369023.0,2005,0.6342
110510.0,43369023.0,2006,0.6115
110510.0,43369023.0,2007,0.6217
110510.0,43369023.0,2008,0.6112
110510.0,43369023.0,2009,0.2408
110510.0,43369023.0,2010,0.2335
110510.0,43369023.0,2011,0.1906
110510.0,43369023.0,2012,0.582
110510.0,43369023.0,2013,0.5831
110510.0,43369023.0,2014,0.8445
110510.0,43369023.0,2015,0.6459
110510.0,43369023.0,2016,0.5814
110510.0,43369023.0,2017,0.5713
110510.0,43369023.0,2018,0.5483
110510.0,43369023.0,2019,0.6856
110510.0,43369023.0,2020,0.7812
110510.0,43369023.0,2021,0.9097
110529.0,98947143.0,2001,0.7042
110529.0,98947143.0,2002,0.6672
110529.0,98947143.0,2003,0.3539
110529.0,98947143.0,2004,0.2943
110529.0,98947143.0,2005,0.1698
110529.0,98947143.0,2006,0.7045
110529.0,98947143.0,2007,0.7195
110529.0,98947143.0,2008,0.6879
110529.0,98947143.0,2009,0.528
110529.0,98947143.0,2010,0.6133
110529.0,98947143.0,2011,0.4465
110529.0,98947143.0,2012,0.5509
110529.0,98947143.0,2013,0.5218
110529.0,98947143.0,2014,0.5187
110529.0,98947143.0,2015,0.3931
110529.0,98947143.0,2016,0.5916
110529.0,98947143.0,2017,0.5507
110529.0,98947143.0,2018,0.5515
110529.0,98947143.0,2019,0.5459
110529.0,98947143.0,2020,0.6481
110529.0,98947143.0,2021,0.6062
110538.0,36053171.0,2001,0.8171
110538.0,36053171.0,2002,0.8286
110538.0,36053171.0,2003,0.7217
110538.0,36053171.0,2005,0.7275
110538.0,36053171.0,2006,0.8015
110538.0,36053171.0,2007,0.8597
110538.0,36053171.0,2008,0.8121
110538.0,36053171.0,2009,0.8008
110538.0,36053171.0,2010,0.8137
110538.0,36053171.0,2011,0.6222
110538.0,36053171.0,2012,0.7399
110538.0,36053171.0,2013,0.7161
110538.0,36053171.0,2014,0.7096
110538.0,36053171.0,2015,0.6345
110538.0,36053171.0,2016,0.6525
110538.0,36053171.0,2017,0.6778
110538.0,36053171.0,2018,0.6526
110538.0,36053171.0,2019,0.7233
110538.0,36053171.0,2020,0.9017
110538.0,36053171.0,2021,0.8547
110547.0,290598920.0,2001,0.2094
110547.0,290598920.0,2002,0.1621
110547.0,290598920.0,2003,0.1504
110547.0,290598920.0,2005,0.1272
110547.0,290598920.0,2006,0.1116
110547.0,290598920.0,2007,0.137
110547.0,290598920.0,2008,0.1208
110547.0,290598920.0,2009,0.4974
110547.0,290598920.0,2010,0.5897
110547.0,290598920.0,2011,0.5793
110547.0,290598920.0,2012,0.5314
110547.0,290598920.0,2013,0.5747
110547.0,290598920.0,2014,0.4234
110547.0,290598920.0,2015,0.5277
110547.0,290598920.0,2016,0.4791
110547.0,290598920.0,2017,0.5368
110547.0,290598920.0,2018,0.6394
110547.0,290598920.0,2019,0.77
110547.0,290598920.0,2020,0.812
