Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Notes,Career,AffiliationId,carnegie_id,PrimarySample,FixedPosition
"Anthony J. Knapp, Jr",Trustee,New Jersey Institute Of Technology,,,"Owner, Black Horse Inn",494.0,,,118118575.0,185828.0,True,Overseer
Kevin F. Toolan,Trustee,New Jersey Institute Of Technology,,,"President and Chairman of the Board, T&M Associates",494.0,,,118118575.0,185828.0,True,Overseer
David J. Samuel,Trustee,New Jersey Institute Of Technology,,,"Managing Partner, CME Associates",494.0,,,118118575.0,185828.0,True,Overseer
Arthur F. Powell,Trustee,New Jersey Institute Of Technology,,,"President, Powell Capital Markets, Inc",494.0,,,118118575.0,185828.0,True,Overseer
Diane Montalto,Trustee,New Jersey Institute Of Technology,,,"Senior Director, Corporate Engineering and Facilities Management, Par Pharmaceutical Companies, Inc",494.0,,,118118575.0,185828.0,True,Overseer
Peter A. Cistaro,Trustee,New Jersey Institute Of Technology,,NJIT 1968 PhD,,494.0,,,118118575.0,185828.0,True,Overseer
Stephen P. DePalma,Vice Chairman,New Jersey Institute Of Technology,,NJIT 1972,"President and Chief Executive Officer, Schoor DePalma",494.0,,,118118575.0,185828.0,True,Board Vice President
Jon S. Corzine,Ex Officio Trustee,New Jersey Institute Of Technology,,Illinois 1969 BA; Chicago 1973 MBA,"Governor (D), State of New Jersey",494.0,,,118118575.0,185828.0,True,"Overseer, Ex Officio"
James M. Burns,Vice Chairman,New Jersey Institute Of Technology,,,"Partner, Genova, Burns & Vernoia",494.0,,,118118575.0,185828.0,True,Board Vice President
Cory A. Booker,Ex Officio Trustee,New Jersey Institute Of Technology,,"Stanford 1991 BA, 1992 MA; Yale 1997 JD","Mayor, Office of the Mayor, City of Newark",494.0,,,118118575.0,185828.0,True,"Overseer, Ex Officio"
Dennis M. Bone,Trustee,New Jersey Institute Of Technology,,,"President, Verizon New Jersey Inc",494.0,,,118118575.0,185828.0,True,Overseer
Philip K. Beachem,Trustee,New Jersey Institute Of Technology,,,"President, New Jersey Alliance for Action",494.0,,,118118575.0,185828.0,True,Overseer
Elizabeth Garcia,Trustee,New Jersey Institute Of Technology,,,"Manager, Public Affairs, Infineum",494.0,,,118118575.0,185828.0,True,Overseer
Vincent L. DeCaprio,Trustee,New Jersey Institute Of Technology,,NJIT 1972,"President, Vyteris",494.0,,,118118575.0,185828.0,True,Overseer
Richard L. McCormick,President,Rutgers State University Of New Jersey,,,,595.0,,,102322142.0,186380.0,True,Board President
Leslie A. Fehrenbach,Secretary,Rutgers State University Of New Jersey,,,,595.0,,,102322142.0,186380.0,True,Other Board Member
Bruce Fehn,Treasurer (Interim),Rutgers State University Of New Jersey,,,,595.0,,,102322142.0,186380.0,True,Other Board Member
"Albert R. Gamper, Jr",Governor,Rutgers State University Of New Jersey,,,,595.0,,,102322142.0,186380.0,True,Trustee
Rochelle Gizinski,Governor,Rutgers State University Of New Jersey,,Rutgers 1980 BA; Seton Hall 1983 JD,"Partner, Abazia & Gininski, L.L.C",595.0,,,102322142.0,186380.0,True,Trustee
Leslie Eugene Goodman,Governor,Rutgers State University Of New Jersey,,"Rutgers 1965 BA, 1970 MBA; Rutgers (Camden) 1980 JD","Chair, The Eagle Group",595.0,,,102322142.0,186380.0,True,Trustee
Robert A. Laudicina,Governor,Rutgers State University Of New Jersey,,"Rutgers 1963 BA, 1965 MA; Columbia 1968 PhD",,595.0,,,102322142.0,186380.0,True,Trustee
