Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,AffiliationId,carnegie_id,PrimarySample,FixedPosition
Frank T. Espegren,Regent,California Lutheran University,,,,,,176611909.0,110413.0,False,Member
Louise Evenson,Regent,California Lutheran University,,,"Group Vice President, American Express Financial Advisors Walnut Creek, CA",,,176611909.0,110413.0,False,Member
Ward A. Fredericks,Regent,California Lutheran University,,,"Chairman, MIXTEC CorpWestlake Village, CA",,,176611909.0,110413.0,False,Member
"Samuel H. Giesy, Jr",Regent,California Lutheran University,,,,,,176611909.0,110413.0,False,Member
Karl Johnson,Regent,California Lutheran University,,,"Chair, CLU Convocation, Streams in the Desert Lutheran Church Tuscon, AZ",,,176611909.0,110413.0,False,Member
William J. Kane,Regent,California Lutheran University,,,"Audit Partner, Ernst & Young LLP Los Angeles, CA",,,176611909.0,110413.0,False,Member
Elizabeth L. Knox,Regent,California Lutheran University,,,,,,176611909.0,110413.0,False,Member
Connie Levi,Regent,California Lutheran University,,,"President, Greater Minneapolis Chamber of Commerce; State Legislator, Minnesota House of Representatives",,,176611909.0,110413.0,False,Member
Dames LIncOIn,Regent,California Lutheran University,,,"Owner and Operator, DeVille Homes Sacramento, CA",,,176611909.0,110413.0,False,Member
Luther S. Luedtke,President,California Lutheran University,,,,,,176611909.0,110413.0,False,Board President
Rev. John A. Lundblad,Regent,California Lutheran University,,,"Planning Department, City of Oceanside, CA",,,176611909.0,110413.0,False,Member
L. Karsten Lundring,Chairperson,California Lutheran University,,,,,,176611909.0,110413.0,False,Board President
Lawrence Major,Regent,California Lutheran University,,,"Manager, Public Relations, Karsten Manufacturing CoPhoenix, AZ",,,176611909.0,110413.0,False,Member
Rev. Robert W. Mattheis,Regent,California Lutheran University,,,"Bishop, Sierra Pacific Synod Oakland, CA",,,176611909.0,110413.0,False,Member
Mildred Murray-Ward,Regent,California Lutheran University,,,"Professor, School of Education and Faculty Chair, Lutheran University",,,176611909.0,110413.0,False,Member
Joyce Opjorden,Regent,California Lutheran University,,,"President, Women of the ELCA Southern California West Synod Ventura, CA",,,176611909.0,110413.0,False,Member
Jon Park,Chairman,California Lutheran University,,,CDS Information Services of Los Angeles,,,176611909.0,110413.0,False,Board President
Frances Kay Prince,Vice Chairperson,California Lutheran University,,,"Executive Director, Conejo Valley Senior Concerns",,,176611909.0,110413.0,False,Board Vice President
Wayne F. Rickert,"Vice President, Employee Relations",California Lutheran University,,,"National Broadcasting Company, IncBurbank, CA",,,176611909.0,110413.0,False,Board Vice President
Robert A. Samuelson,Partner,California Lutheran University,,,"Samuelson Brothers Los Angeles, CA",,,176611909.0,110413.0,False,Member
Terry P. Sieck,Regent,California Lutheran University,,,"Director, Guiding Hands Foundation San Diego, CA",,,176611909.0,110413.0,False,Member
Richard B. Stone.,Trustee,City University Of New York,,,"Wilbur H. Friedman Professor, Tax Law, Columbia UniversityCareer: Assistant to the Solicitor General, United States Department of Justice, 1969-73; Tax Counsel, Cleary, Gottlieb, Steen and Hamilton, 1982-84",,,174216632.0,,False,Trustee
Bernard Sohmer,Ex Officio Trustee,City University Of New York,,,,,,174216632.0,,False,"Trustee, Ex Officio"
Bill L. Amick,Trustee,Clemson University,,,"Chairman and Chief Executive Officer, Amick Farms",,,8078737.0,217882.0,True,Member
John J. Britton,Trustee,Clemson University,,,,,,8078737.0,217882.0,True,Member
"Lawrence M. Gressette, Jr",Chairman,Clemson University,,,"Executive Committee Chairman, SCANA Corporation",,,8078737.0,217882.0,True,Board President
"Leon J. Hendrix, Jr",Trustee,Clemson University,,,"Clayton, Dubilier & Rice, Inc375 Park Ave., 18th Fl., New York, NY 10152",,,8078737.0,217882.0,True,Member
Harold D. Kingsmore,Trustee,Clemson University,,,"Kingsmore Enterprises1359 Silver Bluff Rd., Ste., A-7, Aiken, SC 29803",,,8078737.0,217882.0,True,Member
Louis B. Lynn,Trustee,Clemson University,,,"President, ENVIRO AgScience, IncP.O. Box 23285, Columbia, SC 29224",,,8078737.0,217882.0,True,Member
Patricia Herring McAbee,Trustee,Clemson University,,,"Piedmont Technical CollegeP.O. Box 1467, Greenwood, SC 29648-1467",,,8078737.0,217882.0,True,Member
Leslie G. McCraw,Trustee,Clemson University,,,"Chairman and Chief Executive Officer, Fluor Corporation100 Fluor Daniel Dr., C107E, Greenville, SC 29607-2762",,,8078737.0,217882.0,True,Member
Ellison Smyth McKissick III,Trustee,Clemson University,,,"President and Treasurer, Alice Manufacturing Company, IncP.O. Box 369, Easley, SC",,,8078737.0,217882.0,True,Member
"Thomas B. McTeer, Jr",Trustee,Clemson University,,,"President, MeTeer Real Estate, IncPO. Box 11923, Columbia, SC 29211",,,8078737.0,217882.0,True,Member
"William C. Smith, Jr",Trustee,Clemson University,,,"Chief Executive Officer, Holmes Smith Developments, IncP.O. Box 11334, Columbia, SC 29211",,,8078737.0,217882.0,True,Member
Joseph D. Swann,Vice Chairman,Clemson University,,,"Vice President and General Manager, Dodge/Rockwell AutomationP.O. Box 499, Ponders Ct., Greensville, SC 29602",,,8078737.0,217882.0,True,Board Vice President
Allen P. Wood,Trustee,Clemson University,,,"President, Wilkins, Wood Goforth, Assoc., LtdP.O. Box 3868, Florence, SC 29502",,,8078737.0,217882.0,True,Member
Jeanette G. Grasseli Brown,Regent,Cleveland State University,,Ohio BS; Case Western MS,Chairperson of the Board of Trustees,,,102607778.0,202134.0,True,Trustee
Michael A. Fox,Ex Officio Regent,Cleveland State University,,,,,,102607778.0,202134.0,True,"Trustee, Ex Officio"
Gerald H. Gordon,Regent,Cleveland State University,,,"President and Chief Operating Officer, Sun Media Corporation",,,102607778.0,202134.0,True,Trustee
Merle G. Kearns,Ex Officio Regent,Cleveland State University,,,"Member, Ohio Senate",,,102607778.0,202134.0,True,"Trustee, Ex Officio"
"Tahlman Krumm, Jr.",Vice Chairman,Cleveland State University,,South Florida BA; Ohio State PhD,"Founder and Chairman, Avalanche Creek Projects Group",,,102607778.0,202134.0,True,Board Vice President
Elizabeth K. Lanier,Chairperson,Cleveland State University,,Smith BA; Columbia JD,Vice President and Chief of StaffCinergy Corp,,,102607778.0,202134.0,True,Board President
Gerald M. Miller,Regent,Cleveland State University,,Dayton BA,"Chairman and Managing Partner, Miller-Valentine Group",,,102607778.0,202134.0,True,Trustee
Thomas W. Noe,Regent,Cleveland State University,,,"President, Vintage Coins and Cards",,,102607778.0,202134.0,True,Trustee
Stephen A. Perry,Regent,Cleveland State University,,,"Vice President, Human Resources and Logistics, The Timken Company",,,102607778.0,202134.0,True,Trustee
J. Gilbert Reese,Regent,Cleveland State University,,,"Senior Partner, Reese, Pyle, Drake and Meyer",,,102607778.0,202134.0,True,Trustee
Ralph E. Schey,Regent,Cleveland State University,,,"Chairmain and Chief Executive Officer, The Scott Fetzer Company",,,102607778.0,202134.0,True,Trustee
The Hon. David M. Beasley,Ex Officio Trustee,College Of Charleston,,,"Governor, South Carolina",,,204593131.0,217819.0,False,"Member, Ex Officio"
J. Phillip Bell,Trustee,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Charlotte Berry,Trustee,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
John F. Clark III,Trustee at Large,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
The Hon. Merl F. Code,Trustee,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Timothy N. Dangerfield,Trustee at Large,College Of Charleston,,,"Affiliation: R & H Maxxon, Inc",,,204593131.0,217819.0,False,Member
L. Cherry Daniel,Trustee,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Sylvia Craver Harvey,Governor Appointed Trustee,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Marie M. Land,Trustee,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
F. Creighton McMaster,Trustee,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
John W. Molony,Governor Appointed Trustee,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
"J. Vincent Price, Jr",Secretary,College Of Charleston,,,,,,204593131.0,217819.0,False,Other Board Member
Anne T. Sheppard,Trustee,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
"Robert S. Small, Jr",Trustee,College Of Charleston,,,"Affiliation: AVTEX Commercial Properties, Inc",,,204593131.0,217819.0,False,Member
Joel H. Smith,Chairman,College Of Charleston,,,"Affiliation: Nelson, Mullins, Riley & Scarborough",,,204593131.0,217819.0,False,Board President
Joseph E. Thompson,Trustee,College Of Charleston,,,"Affiliation: College of Dental Medicine, MUSC",,,204593131.0,217819.0,False,Member
J. David Watson,Trustee,College Of Charleston,,Michigan PhD,,,,204593131.0,217819.0,False,Member
Thomas W. Weeks,Trustee at Large,College Of Charleston,,Georgia PhD,"Ness, Motley, Loadholt, Richardson",,,204593131.0,217819.0,False,Member
Herbert Berlinsky,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
"Joe E. Berry, Jr",Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Jerry L. Blackwell,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Richard Brooks,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
William Glen Brown,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Pamela B. Cantey,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Joseph W. Davis,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Carl Flesher,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
"Harry M. Hallman, Jr",Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
J. Roger Holland,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Joseph M. Jenrette III,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Wallace K. Lightsey,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
The Hon. Bristow Marchan,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
John Tucker Morse,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
"The Hon. Arthur Ravenel, Jr.",Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
William G. Roe,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Albert Simons III,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Sabra C. Slaughter,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Thomas S. Stribling,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
William E. Tate,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
John H. Warren III,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
The Hon. John C. West,Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
"William E. Winter, Jr",Board Member,College Of Charleston,,,,,,204593131.0,217819.0,False,Member
Harold J. Faig,Trustee,College Of Charleston,,,"Chaplain, Good Samaritan Hospital",,,204593131.0,217819.0,False,Member
Vacant,Trustee,College Of William And Mary,,,,,,16285277.0,231624.0,True,Member
Rev. William H. Ameiss,President,Concordia University,Board of Regents (Concordia University),,"Northern Illinois District, The Lutheran Church-Missouri Synod",,,19406000.0,144351.0,False,Board President
Ronald Dietrich,Regent,Concordia University,Board of Regents (Concordia University),,,,,19406000.0,144351.0,False,Member
John L. Duda,Regent,Concordia University,Board of Regents (Concordia University),,,,,19406000.0,144351.0,False,Member
Melba J. Hanssen,Vice Chairperson,Concordia University,Board of Regents (Concordia University),,,,,19406000.0,144351.0,False,Board Vice President
Dorothy Hildebrandt,Regent,Concordia University,Board of Regents (Concordia University),,,,,19406000.0,144351.0,False,Member
Richard Hocking,Regent,Concordia University,Board of Regents (Concordia University),,,,,19406000.0,144351.0,False,Member
A. Ann Horton,Regent,Concordia University,Board of Regents (Concordia University),,,,,19406000.0,144351.0,False,Member
Alan C. Klaas,Regent,Concordia University,Board of Regents (Concordia University),,,,,19406000.0,144351.0,False,Member
Robert M. Knox,Regent,Concordia University,Board of Regents (Concordia University),,,,,19406000.0,144351.0,False,Member
David L. Krause,President,Concordia University,Board of Regents (Concordia University),,,,,19406000.0,144351.0,False,Board President
Robert F. Myers,Chairman,Concordia University,Board of Regents (Concordia University),,,,,19406000.0,144351.0,False,Board President
David A. Steuernagel,Regent,Concordia University,,,,,,19406000.0,144351.0,False,Member
Connie Strand,Regent,Concordia University,,,Board for Higher Education/Concordia,,,19406000.0,144351.0,False,Member
Joseph E. Antonini,Regent,Eastern Michigan University,,,,,,138216421.0,169798.0,True,Trustee
Robert A. DeMattia,Regent,Eastern Michigan University,,,The DeMattia Group,,,138216421.0,169798.0,True,Trustee
Rosalind E. Griffin,Regent,Eastern Michigan University,,,,,,138216421.0,169798.0,True,Trustee
Philip A. Incarnati,Chairman,Eastern Michigan University,,,McLaren Health Care Corporation,,,138216421.0,169798.0,True,Board President
Michael G. Morris,Regent,Eastern Michigan University,,,Northeast Utilities System,,,138216421.0,169798.0,True,Trustee
Carl D. Pursell,Regent,Eastern Michigan University,,,,,,138216421.0,169798.0,True,Trustee
Col. William J. Stephens,Regent,Eastern Michigan University,,,,,,138216421.0,169798.0,True,Trustee
Justin L. Altshuler,Trustee,Emerson College,,,"Director, Dental Services, Spaulding Rehabilitation Hospital",,,87650153.0,165662.0,False,Overseer
Philip S. Baboni,Trustee,Emerson College,,,"President, New England Cable News",,,87650153.0,165662.0,False,Overseer
"Elmer E. Baker, Jr.",Trustee,Emerson College,,,"Professor, New York University",,,87650153.0,165662.0,False,Overseer
Everett N. Baldwin,Trustee,Emerson College,,,"President and Chief Executive Officer, Welch's",,,87650153.0,165662.0,False,Overseer
Charles J. Beard,Vice Chairman,Emerson College,,,"Partner, Foley, Hoag & Eliot",,,87650153.0,165662.0,False,Board Vice President
Joseph L. Boren,Trustee,Emerson College,,,"President, Commerce & Industry",,,87650153.0,165662.0,False,Overseer
Michael Carson,Trustee,Emerson College,,,"Vice President and General Manager, WHDH-TV",,,87650153.0,165662.0,False,Overseer
S. James Coppersmith,Chairman,Emerson College,,,,,,87650153.0,165662.0,False,Board President
Joseph F. D'Angelo,Trustee,Emerson College,,,"President and General Manager, King Features Syndicate",,,87650153.0,165662.0,False,Overseer
Vincent J. Di Bona,Trustee,Emerson College,,,"Executive Producer, Vin Di Bona Productions",,,87650153.0,165662.0,False,Overseer
Shawn Donnelley,Trustee,Emerson College,,,"Public Affairs Professional, R.R Donnelley & Sons",,,87650153.0,165662.0,False,Overseer
Anne Finucane,Trustee,Emerson College,,,"Senior Vice President, Fleet Financial Group",,,87650153.0,165662.0,False,Overseer
Donald B. Giddon,Trustee,Emerson College,,,"President, Health Programs International",,,87650153.0,165662.0,False,Overseer
John C. Goodwill,Trustee,Emerson College,,,"President and Chief Executive Officer, Pathfinder Communications",,,87650153.0,165662.0,False,Overseer
Jeffrey Greenhawt,Trustee,Emerson College,,,"Vice President and Partner, Sunshine Wireless Company, IncHollywood, FL",,,87650153.0,165662.0,False,Overseer
Mary G. Gutlin,Trustee,Emerson College,,"Associate Professor, Rider University 2083 Lawrencillve Rd., Lawrenceville, NJ 08648-3099 Tel: (609) 896-5000",,,,87650153.0,165662.0,False,Overseer
Peter G. Meade,Trustee,Emerson College,,,"Executive Vice President, Blue Cross/Blue Shield",,,87650153.0,165662.0,False,Overseer
Stephen M. Mindich,Trustee,Emerson College,,,"Chairman, The Phoenix Media/Communications Group",,,87650153.0,165662.0,False,Overseer
Harry Morgan,Trustee,Emerson College,,,,,,87650153.0,165662.0,False,Overseer
Richard F. Pollard,Treasurer,Emerson College,,,"Vice Chairman, BayBanks, Inc * Member of the Board",,,87650153.0,165662.0,False,Other Board Member
Dominic J. Puopolo,Trustee,Emerson College,,,"Chief Financial Officer and Director, American Medical Response, Inc",,,87650153.0,165662.0,False,Overseer
Lawrence Rasky,Trustee,Emerson College,,,"President, Rasky & Company",,,87650153.0,165662.0,False,Overseer
Helen C. Rose,Secretary,Emerson College,,,,,,87650153.0,165662.0,False,Other Board Member
Barbara M. Rowell,Trustee,Emerson College,,,"Chairman, The Boston Opera Association",,,87650153.0,165662.0,False,Overseer
Nancy Ryan,Trustee,Emerson College,,,"President, Pro Media, IncNeedham, MA",,,87650153.0,165662.0,False,Overseer
Lucille S. Salhany,Trustee,Emerson College,,,"President and Chief Executive Officer, United Paramount Network Los Angeles, CA",,,87650153.0,165662.0,False,Overseer
Linda Schwartz,Trustee,Emerson College,,,"President and Chief Executive Officer, Firm Affairs, IncWellesley Hills, MA",,,87650153.0,165662.0,False,Overseer
Edward J. Sparks,Trustee,Emerson College,,,"Chief Executive Officer, Lyons Group, Ltd",,,87650153.0,165662.0,False,Overseer
Susan Namm Spencer,Trustee,Emerson College,,,,,,87650153.0,165662.0,False,Overseer
Irma Mann Stearns,Trustee,Emerson College,,,"Chairman and Chief Executive Officer, Irma S. Mann Strategic Marketing, Inc",,,87650153.0,165662.0,False,Overseer
Rhys Williams,Trustee,Emerson College,,,"Senior Minister, The First and Second Church",,,87650153.0,165662.0,False,Overseer
Marilyn Zacharis,Trustee,Emerson College,,,"General Manager, Masterworks Chorale",,,87650153.0,165662.0,False,Overseer
Debra K. Zeyen,Trustee,Emerson College,,,"Vice President, Special Projects, CBS Television New York, NY",,,87650153.0,165662.0,False,Overseer
John L. Aram,Trustee,Gonzaga University,,,"Tacoma, WA",,,119888943.0,235316.0,False,Regent
Walter J. Conn,Trustee,Gonzaga University,,,"Los Angeles, CA",,,119888943.0,235316.0,False,Regent
Anne C. Cowles,Trustee,Gonzaga University,,,,,,119888943.0,235316.0,False,Regent
J. Donald Curran,Trustee,Gonzaga University,,,,,,119888943.0,235316.0,False,Regent
"Luino Dell'Osso, Jr",Vice Chairman,Gonzaga University,,,"Mercer Island, WA",,,119888943.0,235316.0,False,Board Vice President
W. Brooks Fields,Trustee,Gonzaga University,,,"Minneapolis, MN",,,119888943.0,235316.0,False,Regent
"L. Paul Fitterer, S.J",Trustee,Gonzaga University,,,"Seattle, WA",,,119888943.0,235316.0,False,Regent
T. Jerry Greenan,Trustee,Gonzaga University,,,"Seattle, WA",,,119888943.0,235316.0,False,Regent
Elizabeth Hanson,Trustee,Gonzaga University,,,,,,119888943.0,235316.0,False,Regent
"William E. Hayes, S.J.",Trustee,Gonzaga University,,,"Portland, OR",,,119888943.0,235316.0,False,Regent
Donald H. Herak,Trustee,Gonzaga University,,,,,,119888943.0,235316.0,False,Regent
"Daniel P. Hogan, Jr",Trustee,Gonzaga University,,,"Lafayette, CA",,,119888943.0,235316.0,False,Regent
James R. Jundt,Chairman,Gonzaga University,,,"Minneapolis, MN",,,119888943.0,235316.0,False,Board President
Duff Kennedy,Trustee,Gonzaga University,,,"Seattle, WA",,,119888943.0,235316.0,False,Regent
"Robert V. Lyons, S.J",Trustee,Gonzaga University,,,,,,119888943.0,235316.0,False,Regent
Harry F. Magnuson,Trustee,Gonzaga University,,,"Wallace, ID",,,119888943.0,235316.0,False,Regent
John B. Maughan,Trustee,Gonzaga University,,,"Calgary, Alberta, Canada",,,119888943.0,235316.0,False,Regent
John McCann,Trustee,Gonzaga University,,,"Renton, WA",,,119888943.0,235316.0,False,Regent
Angelo R. Mozilo,Trustee,Gonzaga University,,,"Pasadena, CA",,,119888943.0,235316.0,False,Regent
Donald P. Nelles,Trustee,Gonzaga University,,,"Bellevue, WA",,,119888943.0,235316.0,False,Regent
Richard J. O'Neill,Trustee,Gonzaga University,,,,,,119888943.0,235316.0,False,Regent
David A. Sabey,Trustee,Gonzaga University,,,Seattle. WA,,,119888943.0,235316.0,False,Regent
Thomas B. Tilford,Trustee,Gonzaga University,,,,,,119888943.0,235316.0,False,Regent
"J. Kevin Waters, S.J",Trustee,Gonzaga University,,,,,,119888943.0,235316.0,False,Regent
Patrick J. West,Trustee,Gonzaga University,,,,,,119888943.0,235316.0,False,Regent
D. Ronald Daniel,Treasurer,Harvard University,Harvard Corporation,"Bryn Maw 1950 AB; Harvard 1957 PhD; Yale 1971 MA, 1978 LLD","Chairperson, The Andrew W. Mellon Foundation",,,136199984.0,166027.0,True,Other Board Member
Hanna H. Gray,Fellow,Harvard University,Harvard Corporation,,"Chairperson, The Andrew W. Mellon Foundation",,,136199984.0,166027.0,True,Overseer
Judith Richards Hope,Fellow,Harvard University,Harvard Corporation,,"Senior Counsel, Paul, Hastings, Janofsky & Walker, LLP",,,136199984.0,166027.0,True,Overseer
James R. Houghton,Fellow,Harvard University,Harvard Corporation,,"Chairman of the Board, Corning, , Inc",,,136199984.0,166027.0,True,Overseer
Neil Leon Rudestine,President,Harvard University,Harvard Corporation,,"Chairman of the Board and Chief Executive Officer, Harcourt General, Inc27 Boylston St., Chestnut Hill, MA 02167",,,136199984.0,166027.0,True,Board President
Richard A. Smith,Fellow,Harvard University,Harvard Corporation,Harvard 1946; Boston Col 1988 LLD,"Chairman, Kirby Corporation",,,136199984.0,166027.0,True,Overseer
"Robert G. Stone, Jr.",Fellow,Harvard University,Harvard Corporation,,"Chairman, Kirby Corporation",,,136199984.0,166027.0,True,Overseer
James M. Biggar,Trustee,Kent State University,,,,,,149910238.0,203517.0,True,Regent
Krista Blake,Student Trustee,Kent State University,,,,,,149910238.0,203517.0,True,Other Board Member
Vincent A. Chiarucci,Chairman,Kent State University,,,,,,149910238.0,203517.0,True,Board President
Lynne S. Dragomier,Trustee,Kent State University,,,,,,149910238.0,203517.0,True,Regent
Burton V. Jones,Secretary,Kent State University,,,,,,149910238.0,203517.0,True,Other Board Member
Norbert Lewandowski,Trustee,Kent State University,,,,,,149910238.0,203517.0,True,Regent
Vincent D. Pettinelli,Trustee,Kent State University,,,,,,149910238.0,203517.0,True,Regent
Ronald A. Pizzuti,Trustee,Kent State University,,,,,,149910238.0,203517.0,True,Regent
Stanley F. Barshay,Trustee,Long Island University,,,"Senior Vice President, American Home Products",,,138873065.0,192448.0,True,Overseer
Mark A. Boyar,Trustee,Long Island University,,,"President, Mark Boyar & Company",,,138873065.0,192448.0,True,Overseer
