Year,Name,Position,Institution,SubInstitution,Education,AffiliationId,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
2018,Frank Angello,Trustee,Adelphi University,,Adelphi 1977 BBA; Pace MBA,71965598.0,188429.0,True,,,,Trustee
2018,Loretta V. Cangialosi,Trustee,Adelphi University,,Adelphi 1980,71965598.0,188429.0,True,,,,Trustee
2018,Noreen Harrington,Trustee,Adelphi University,,Adelphi 1981,71965598.0,188429.0,True,,,,Trustee
2018,Angela M. Jaggar,Trustee,Adelphi University,,"Adelphi 1962 BS, 1965 MS",71965598.0,188429.0,True,,,,Trustee
2018,William H. Fuessler,Trustee,Adelphi University,,,71965598.0,188429.0,True,,,,Trustee
2018,Dr. Lindsey Kupferman Levine,Trustee,Adelphi University,,,71965598.0,188429.0,True,,,,Trustee
2018,Laurence Kessler,Trustee,Adelphi University,,Adelphi 1965 BS,71965598.0,188429.0,True,,,,Trustee
2018,Ronald B. Lee,Chair,Adelphi University,,Adelphi 1967 BA,71965598.0,188429.0,True,,,,Board President
2018,Katherine Quintana Malone,Trustee,Adelphi University,,,71965598.0,188429.0,True,,,,Trustee
2018,Kanishka Kelshikar,Trustee,Adelphi University,,Adelphi 2009 BS,71965598.0,188429.0,True,,,,Trustee
2018,"Thomas Firouz ""Tom"" Motamed",Trustee,Adelphi University,,Adelphi 1971 BA; Widener 1975 JD,71965598.0,188429.0,True,,,,Trustee
2018,James E. Lyons,Trustee,Alliant International University,,,126533617.0,110468.0,False,,,,Trustee
2018,Andy Vaughn,Ex Officio Trustee,Alliant International University,,,126533617.0,110468.0,False,,,,"Trustee, Ex Officio"
2018,Jeffrey Tirengel,Trustee,Alliant International University,,,126533617.0,110468.0,False,,,,Trustee
2018,Natalie Porter,Trustee,Alliant International University,,,126533617.0,110468.0,False,,,,Trustee
2018,Lawrence Moore,Trustee,Alliant International University,,,126533617.0,110468.0,False,,,,Trustee
2018,Ron Longinotti,Trustee,Alliant International University,,,126533617.0,110468.0,False,,,,Trustee
2018,William Hynes,Trustee,Alliant International University,,,126533617.0,110468.0,False,,,,Trustee
2018,William Husson,Trustee,Alliant International University,,,126533617.0,110468.0,False,,,,Trustee
2018,Geoffrey F. Brown,Trustee,Alliant International University,,UC Berkeley 1964 BA; San Francisco Law 1970 JD,126533617.0,110468.0,False,,,,Trustee
2018,Joyce Berenstein,Trustee,Alliant International University,,,126533617.0,110468.0,False,,,,Trustee
2018,Jeffery Keith,Chair,Alliant International University,,,126533617.0,110468.0,False,,,,Board President
2018,Margery Kraus,Trustee,American University,,"American U 1967 BA, 1971 MA",181401687.0,131159.0,True,,,,Trustee
2018,Gerald Bruce Lee,Trustee,American University,,American U 1973 BA: Washington College of Law 1976 JD,181401687.0,131159.0,True,,,,Trustee
2018,Ross B. Levinsohn,Trustee,American University,,American U 1985 BA,181401687.0,131159.0,True,,,,Trustee
2018,Charles H. Lydecker,Trustee,American University,,American U 1985 BA,181401687.0,131159.0,True,,,,Trustee
2018,Betsy Mangone,Trustee,American University,,,181401687.0,131159.0,True,,,,Trustee
2018,Arthur J. Rothkopf,Trustee,American University,,Lafayette 1955 AB; Harvard 1958 JD,181401687.0,131159.0,True,,,,Trustee
2018,Fernando Lewis Navarro,Trustee,American University,,,181401687.0,131159.0,True,,,,Trustee
2018,Peter L. Scher,Trustee,American University,,American U 1983 BA; Washington College of Law 1987 JD,181401687.0,131159.0,True,,,,Trustee
2018,"Jeffrey A""Jeff"" Sine",Trustee,American University,,American U 1976 BA; USC JD,181401687.0,131159.0,True,,,,Trustee
2018,David Trone,Trustee,American University,,Furman 1977 BA; Wharton 1985 MBA,181401687.0,131159.0,True,,,,Trustee
2018,Thomas A. Gottschalk,Trustee,American University,,Earlham 1964 BA: Chicago 1967 JD,181401687.0,131159.0,True,,,,Trustee
2018,Alan L. Meltzer,Trustee,American University,,American U 1973,181401687.0,131159.0,True,,,,Trustee
2018,Valentina Fernandez,Student Trustee,American University,,,181401687.0,131159.0,True,,,,Trustee
2018,Gina Ferguson Adams,Trustee,American University,,American U 1980 BA: Howard U 1983 JD; Georgetown 1987 LLM,181401687.0,131159.0,True,,,,Trustee
2018,Larry Engel,Faculty Trustee,American University,,,181401687.0,131159.0,True,,,,Trustee
2018,Todd A. Eisenstadt,Faculty Trustee,American University,,,181401687.0,131159.0,True,,,,Trustee
2018,LaTrelle Easterling,Ex Officio Trustee,American University,,,181401687.0,131159.0,True,,,,"Trustee, Ex Officio"
2018,Marc N. Duber,Vice Chairman,American University,,American U 1981 BS,181401687.0,131159.0,True,,,,Board Vice President
2018,"Pamela M. ""Pam"" Deese",Trustee,American University,,American U 1980 BS: Washington College of Law 1983 JD,181401687.0,131159.0,True,,,,Trustee
2018,Jack C. Cassell,Chairman,American University,,American U 1977 BA,181401687.0,131159.0,True,,,,Board President
2018,Kim Cape,Ex Officio Trustee,American University,,,181401687.0,131159.0,True,,,,"Trustee, Ex Officio"
2018,Sylvia Mathews Burwell,Ex Officio Trustee,American University,,,181401687.0,131159.0,True,,,,"Trustee, Ex Officio"
2018,Dr. Stephanie M. Bennett-Smith,Trustee,American University,,"New Mexico BA, MA; Iowa 1973 PhD",181401687.0,131159.0,True,,,,Trustee
2018,Gary M. Abramson,Trustee,American University,,American U 1968 BA,181401687.0,131159.0,True,,,,Trustee
2018,Janice Menke Abraham,Trustee,American University,,,181401687.0,131159.0,True,,,,Trustee
2018,Hani M. S. Farsi,Trustee,American University,,American U BA,181401687.0,131159.0,True,,,,Trustee
2018,"Dr. Ron C. Smith, PhD",Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Leon Slikkers,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Glynn C.W. Scott,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Juan R. Prestol-Puesan,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Janelle Randall,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,"Dr. Judith L. ""Judy"" Storfjell, RN",Trustee,Andrews University,,"Walla Walla Col BS; Michigan MS, PhD",102298084.0,168740.0,True,,,,Trustee
2018,David R. Rowe,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Bradley Tait,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,"David ""Dave"" Weigley",Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Maurice R. Valentine II,Vice Chair,Andrews University,,,102298084.0,168740.0,True,,,,Board Vice President
2018,J. Raymond Wahlen II,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Dana L. Wales,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Dr. Rebekah May Wang Cheng,Trustee,Andrews University,,Loma Linda 1978 MD,102298084.0,168740.0,True,,,,Trustee
2018,"Dr. Ted N. C. Wilson, PhD",Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Edward E. Zinke,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Steven Poenitz,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Gary F. Thurber,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,"Dr. G. T. Ng, PhD",Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Paul A. Stokstad,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Fred M. Manchur,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Ron Aguilera,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Dr. Lisa M. Beardsley-Hardy,Trustee,Andrews University,,Loma Linda 1983 MPH; Hawaii 1989 PhD; Claremont Grad 2006 MBA,102298084.0,168740.0,True,,,,Trustee
2018,Debbi J. Christensen,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Andrew Coetzee,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Michael G. Edge,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,John Freedman,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Linda Fuchs,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Jay Gallimore,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Vonda Douglas-Nikitin,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,"Dr. Ernesto ""Ernie"" Medina, Jr",Trustee,Andrews University,,Andrews 1967,102298084.0,168740.0,True,,,,Trustee
2018,"Dr. Loren Hamel, MD",Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Daniel R. Jackson,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Sandra K. Johnson,Trustee,Andrews University,,Andrews; Rollins MBA,102298084.0,168740.0,True,,,,Trustee
2018,R. Clifford Jones,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Dr. Valerie Bonita Lee,Trustee,Andrews University,,Atlantic Union BA; Andrews MA; Ohio State PhD,102298084.0,168740.0,True,,,,Trustee
2018,Dr. Andrea Luxton,Secretary of the Board,Andrews University,,,102298084.0,168740.0,True,,,,Other Board Member
2018,Lynn S. Gray,Trustee,Andrews University,,,102298084.0,168740.0,True,,,,Trustee
2018,Robert E. Putney Ill,Trustee,Arcadia University,,,51204116.0,211088.0,False,,,,Trustee
2018,Clair M. Raubenstine,Vice Chair,Arcadia University,,,51204116.0,211088.0,False,,,,Board Vice President
2018,Allison Rossett,Trustee,Arcadia University,,Arcadia 1968,51204116.0,211088.0,False,,,,Trustee
2018,Susan Saxer,Trustee,Arcadia University,,,51204116.0,211088.0,False,,,,Trustee
2018,"Kenneth C. ""Ken"" Weirman",Trustee,Arcadia University,,"Penn State BS, MBA",51204116.0,211088.0,False,,,,Trustee
2018,Christopher R. van de Velde,Trustee,Arcadia University,,McPherson 1964 BA; Pennsylvania 1996 MGA,51204116.0,211088.0,False,,,,Trustee
2018,Lyanne Wasserman,Trustee,Arcadia University,,Arcadia 1961,51204116.0,211088.0,False,,,,Trustee
2018,Dr. Mark McKenna,Trustee,Arcadia University,,,51204116.0,211088.0,False,,,,Trustee
2018,llene Silver Berman,Trustee,Arcadia University,,,51204116.0,211088.0,False,,,,Trustee
2018,Thomas P. McCollum,Trustee,Arcadia University,,Arcadia 1983,51204116.0,211088.0,False,,,,Trustee
2018,Thora T. Easton,Trustee,Arcadia University,,Arcadia 1968,51204116.0,211088.0,False,,,,Trustee
2018,Babette Senker Krug,Trustee,Arcadia University,,Arcadia 1968,51204116.0,211088.0,False,,,,Trustee
2018,Margaret Keenan,Trustee,Arcadia University,,,51204116.0,211088.0,False,,,,Trustee
2018,Christa Lane Hooper,Trustee,Arcadia University,,,51204116.0,211088.0,False,,,,Trustee
2018,Jean S. Hassler,Trustee,Arcadia University,,Arcadia 2000,51204116.0,211088.0,False,,,,Trustee
2018,J. Wesley Hardin,Trustee,Arcadia University,,,51204116.0,211088.0,False,,,,Trustee
2018,Lois E. Haber,Trustee,Arcadia University,,Arcadia 1971 BA,51204116.0,211088.0,False,,,,Trustee
2018,John A. Doherty,Trustee,Arcadia University,,,51204116.0,211088.0,False,,,,Trustee
2018,Jacqueline L. Cannon,Trustee,Arcadia University,,,51204116.0,211088.0,False,,,,Trustee
2018,"George Hanks ""Hank"" Brown, CPA",Trustee,Arcadia University,,,51204116.0,211088.0,False,,,,Trustee
2018,Dr. Charles W. Lentz,Trustee,Arcadia University,,Arcadia 2003,51204116.0,211088.0,False,,,,Trustee
2018,"Richard T. ""Rick"" Myers, Jr",Regent,Arizona Board Of Regents,,Alabama BS,,,False,,,,Regent
2018,Karrin K. Taylor Robson,Regent,Arizona Board Of Regents,,,,,False,,,,Regent
2018,"William ""Bill"" Ridenour",Ex Officio Regent,Arizona Board Of Regents,,"Arizona 1966 BA, 1970 JD",,,False,,,,"Regent, Ex Officio"
2018,Dr. Larry Edward Penley,Chair,Arizona Board Of Regents,,"Wake Forest 1971 BA, 1972 MA; Georgia 1976 PhD",,,False,,,,Board President
2018,Lyndel R. Manson,Regent,Arizona Board Of Regents,,Middlebury 1983; Harvard 1987 MBA,,,False,,,,Regent
2018,"Gen Ronald E. ""Ron"" Shoopman",Regent,Arizona Board Of Regents,,Arizona State BS,,,False,,,,Regent
2018,Diane Douglas,Ex Officio Regent,Arizona Board Of Regents,,,,,False,,,,"Regent, Ex Officio"
2018,"Douglas A. ""Doug"" Ducey",Ex Officio Regent,Arizona Board Of Regents,,Arizona State 1982 BS,,,False,,,,"Regent, Ex Officio"
2018,Jared Gorshe,Treasurer,Arizona Board Of Regents,,,,,False,,,,Other Board Member
2018,Jay Heiler,Secretary,Arizona Board Of Regents,,Arizona State 1983,,,False,,,,Other Board Member
2018,Dr. Ram R. Krishna,Regent,Arizona Board Of Regents,,Bangalore (India) 1971 MBBS,,,False,,,,Regent
2018,Dr. Duane Roen,Vice Provost,Arizona State University,College Of Integrative Sciences And Arts,,55732556.0,104151.0,True,2.0,338.0,Arizona Board of Regents,Director
2018,Dr. Mark S. Searle,Executive Vice President,Arizona State University,Arizona State University At Tempe Campus,,55732556.0,104151.0,True,3.0,340.0,Arizona Board of Regents,Board Vice President
2018,Dr. James Rund,"Senior Vice President, Educational Outreach and Student Services",Arizona State University,Arizona State University At Tempe Campus,,55732556.0,104151.0,True,5.0,342.0,Arizona Board of Regents,Board Vice President
2018,Christine K. Wilkinson,Senior Vice President,Arizona State University,Arizona State University At Tempe Campus,,55732556.0,104151.0,True,6.0,343.0,Arizona Board of Regents,Board Vice President
2018,Christine K. Wilkinson,Secretary Of The University,Arizona State University,Arizona State University At Tempe Campus,,55732556.0,104151.0,True,7.0,344.0,Arizona Board of Regents,Other Board Member
2018,Christine K. Wilkinson,"President, Alumni Association",Arizona State University,Arizona State University At Tempe Campus,,55732556.0,104151.0,True,8.0,345.0,Arizona Board of Regents,Board President
2018,Dr. Alfredo J. Artiles,University Vice Provost,Arizona State University,Arizona State University At Tempe Campus,"Virginia 1989 MEd, 1992 PhD",55732556.0,104151.0,True,9.0,346.0,Arizona Board of Regents,Director
2018,Terri Shafer,"Associate Vice President, Constituent Relations Management",Arizona State University,Arizona State University At Tempe Campus,Georgia State MBA,55732556.0,104151.0,True,11.0,349.0,Arizona Board of Regents,Board Vice President
2018,Dr. Mark R. Manfredo,Director,Arizona State University,Morrison School Of Agribusiness And Resource Management,Cal State (Fresno) 1992 BS; New Mexico State 1994 MS; Illinois 1999 PhD,55732556.0,104151.0,True,1.0,337.0,Arizona Board of Regents,Director
2018,Aaron Krasnow,Associate Vice President,Arizona State University,Arizona State University At Tempe Campus,,55732556.0,104151.0,True,12.0,350.0,Arizona Board of Regents,Board Vice President
2018,Marc Van Horne,"Assistant Vice President, Online Credit",Arizona State University,Arizona State University At Tempe Campus,,55732556.0,104151.0,True,13.0,352.0,Arizona Board of Regents,Board Vice President
2018,"Dr. James J. ""Jim"" O'Donnell",University Librarian,Arizona State University,,Princeton 1972 BA; Yale 1975 PhD,55732556.0,104151.0,True,14.0,354.0,Arizona Board of Regents,Other Board Member
2018,Lauren McDermott,Director (Interim),Arizona State University,College Of Design,,55732556.0,104151.0,True,15.0,356.0,Arizona Board of Regents,Director
2018,Dr. Patrick J. Kenney,University Vice Provost,Arizona State University,College Of Liberal Arts And Sciences,"Iowa 1978 BA, 1979 MPA, 1983 PhD",55732556.0,104151.0,True,16.0,362.0,Arizona Board of Regents,Director
2018,Stuart Hadley,"Assistant Vice President, Policy Affairs",Arizona State University,Arizona State University At West Campu,,55732556.0,104151.0,True,17.0,370.0,Arizona Board of Regents,Board Vice President
2018,"Dr. Frederick C""Fred"" Corey","Vice Provost, Undergraduate Education",Arizona State University,Arizona State University At Tempe Campus,Central Michigan BS; Southern Illinois MS; Arizona PhD,55732556.0,104151.0,True,10.0,348.0,Arizona Board of Regents,Director
2018,Angela Creedon,"Assistant Vice President, Public Affairs",Arizona State University,Arizona State University At Polytechnic Campus,,55732556.0,104151.0,True,0.0,335.0,Arizona Board of Regents,Board Vice President
2018,Dr. Mark S. Searle,University Provost,Arizona State University,Arizona State University At Tempe Campus,,55732556.0,104151.0,True,4.0,341.0,Arizona Board of Regents,Director
2018,Wayne T. Smith,At Large Member,Auburn University,,"Auburn 1968 BS, 1969 MS; Trinity U 1971 MS",82497590.0,100858.0,True,,,,Trustee
2018,"GEN Lloyd J. Austin III, USA (Ret)",At Large Member,Auburn University,,West Point 1975 BS; Auburn MEd; Webster MA,82497590.0,100858.0,True,,,,Trustee
2018,"Robert ""Bob"" Dumas",Trustee,Auburn University,,Auburn 1976,82497590.0,100858.0,True,,,,Trustee
2018,Raymond J. Harbert,At Large Member,Auburn University,,Auburn 1982,82497590.0,100858.0,True,,,,Trustee
2018,"Elizabeth H. ""Liz"" Huntley",Trustee,Auburn University,,Auburn 1993 BS; Alabama 1997 JD,82497590.0,100858.0,True,,,,Trustee
2018,Kay Ivey,Ex Officio President,Auburn University,,Auburn 1967 BS,82497590.0,100858.0,True,,,,"Board President, Ex Officio"
2018,D. Gaines Lanier,Trustee,Auburn University,,Auburn 1974 BS,82497590.0,100858.0,True,,,,Trustee
2018,Charles D. McCrary,At Large Member,Auburn University,,Auburn 1973 BSME; Birmingham 1978 JD,82497590.0,100858.0,True,,,,Trustee
2018,"Michael A. ""Mike"" DeMaioribus",Trustee,Auburn University,,"Auburn 1976 BS, 1977 MSEE",82497590.0,100858.0,True,,,,Trustee
2018,"James R. ""Jim"" Pratt III",Trustee,Auburn University,,Auburn 1972 BA; Cumberland 1978,82497590.0,100858.0,True,,,,Trustee
2018,James W. Rane,Trustee,Auburn University,,Auburn BS; Cumberland JD,82497590.0,100858.0,True,,,,Trustee
2018,Quentin P. Riggins,At Large Member,Auburn University,,,82497590.0,100858.0,True,,,,Trustee
2018,"Ben Tom ""B.T."" Roberts",Trustee,Auburn University,,Auburn 1988 BBA,82497590.0,100858.0,True,,,,Trustee
2018,M. Clark Sahlie,Trustee,Auburn University,,,82497590.0,100858.0,True,,,,Trustee
2018,"James H. ""Jimmy"" Sanford",Trustee,Auburn University,,"Auburn 1968 BSBA, 1971 MS",82497590.0,100858.0,True,,,,Trustee
2018,Sarah B. Newton,Trustee,Auburn University,,Auburn 1974 BS; Alabama 1978 MAED,82497590.0,100858.0,True,,,,Trustee
2018,"Kristopher ""Kris"" Phillips",Executive Director,Austin Peay State University,Austin Peay State University Foundation,,184692499.0,219602.0,False,23.0,16423.0,Tennessee Board of Regents,Director
2018,Dannelle Whiteside,General Counsel,Austin Peay State University,,Arkansas (Pine Bluff) BS,184692499.0,219602.0,False,22.0,16422.0,Tennessee Board of Regents,Other Board Member
2018,David Davenport,Chief Diversity Officer,Austin Peay State University,,,184692499.0,219602.0,False,21.0,16421.0,Tennessee Board of Regents,Director
2018,Blayne Clements,Director,Austin Peay State University,,,184692499.0,219602.0,False,19.0,16415.0,Tennessee Board of Regents,Director
2018,"Dr. Grace Moodt, RN",Director (Interim),Austin Peay State University,School Of Nursing,,184692499.0,219602.0,False,24.0,16426.0,Tennessee Board of Regents,Director
2018,Blayne Clements,Internal Auditor,Austin Peay State University,,,184692499.0,219602.0,False,20.0,16416.0,Tennessee Board of Regents,Director
2018,Dianne Sahenk,Trustee,Babson College,,,96062909.0,164580.0,False,,,,Trustee
2018,Gary L. Zwerling,Trustee,Babson College,,SUNY (Albany) 1972 MBA,96062909.0,164580.0,False,,,,Trustee
2018,Robert E. Weissman,Vice Chairman,Babson College,,Babson 1964 BS,96062909.0,164580.0,False,,,,Board Vice President
2018,Martha DiMatteo Vorlicek,Trustee,Babson College,,Babson 1981 BA,96062909.0,164580.0,False,,,,Trustee
2018,Meaghan Toothaker,Trustee,Babson College,,,96062909.0,164580.0,False,,,,Trustee
2018,Amanda G. Strong,Trustee,Babson College,,Babson 1987 BSBA,96062909.0,164580.0,False,,,,Trustee
2018,Carolina Samsing,Trustee,Babson College,,,96062909.0,164580.0,False,,,,Trustee
2018,James A. Rullo,Trustee,Babson College,,,96062909.0,164580.0,False,,,,Trustee
2018,"Michael J. ""Mike"" Angelakis",Trustee,Babson College,,Babson 1986 BS,96062909.0,164580.0,False,,,,Trustee
2018,"Richard A. ""Rick"" Renwick",Trustee,Babson College,,Babson 1979 BS: American Col MSES,96062909.0,164580.0,False,,,,Trustee
2018,Craig R. Benson,Trustee,Babson College,,Babson 1977 BS; 1979 MBA,96062909.0,164580.0,False,,,,Trustee
2018,Khaled Bichara,Trustee,Babson College,,American U (Cairo) BS,96062909.0,164580.0,False,,,,Trustee
2018,Howard S. Brown,Trustee,Babson College,,,96062909.0,164580.0,False,,,,Trustee
2018,"Richelieu W. Dennis, Jr",Trustee,Babson College,,Babson 1996 MBA,96062909.0,164580.0,False,,,,Trustee
2018,Marla M. Capozzi,Chair,Babson College,Mckinsey & Company,,96062909.0,164580.0,False,,,,Board President
2018,Paul W. Chisholm,Trustee,Babson College,,Babson 1982 MBA,96062909.0,164580.0,False,,,,Trustee
2018,Deborah L. De Santis,Trustee,Babson College,,Babson 1985 BSBA,96062909.0,164580.0,False,,,,Trustee
2018,Gary T. DiCamillo,Trustee,Babson College,,Rensselaer Poly 1973 BSChE; Harvard 1975 MBA,96062909.0,164580.0,False,,,,Trustee
2018,Craig M. Donaldson,Trustee,Babson College,,Babson 1988 BA,96062909.0,164580.0,False,,,,Trustee
2018,Harish M. Fabiani,Trustee,Babson College,,,96062909.0,164580.0,False,,,,Trustee
2018,Frank M. Fischer,Trustee,Babson College,,"Rensselaer Poly 1964 BS, 1965 MSM",96062909.0,164580.0,False,,,,Trustee
2018,"Thomas F. ""Tom"" Gilbane, Jr",Trustee,Babson College,,Babson 1970 BSBA: MIT MS,96062909.0,164580.0,False,,,,Trustee
2018,Brett A. Gordon,Trustee,Babson College,Harbour Vest Partners Llc,Boston U 1990 BS; Boston Col 1998 MBA,96062909.0,164580.0,False,,,,Trustee
2018,"Leonard C""Len"" Green, CPA, MBA",Trustee,Babson College,,Rutgers 1958 BA; NYU 1968 MBA,96062909.0,164580.0,False,,,,Trustee
2018,"Dr. Kerry Murphy Healey, PhD",Trustee,Babson College,,,96062909.0,164580.0,False,,,,Trustee
2018,Michael S. Lorber,Trustee,Babson College,,Babson 2001 BS; NYU,96062909.0,164580.0,False,,,,Trustee
2018,Bruce T. Herring,Trustee,Babson College,,Babson 1987 BS,96062909.0,164580.0,False,,,,Trustee
2018,John E. Johnson,Trustee,Babson College,,,96062909.0,164580.0,False,,,,Trustee
2018,Fred S.C. Kiang,Trustee,Babson College,,"Babson 1970, 1975 MBA",96062909.0,164580.0,False,,,,Trustee
2018,Carmella R. Kletjian,Trustee,Babson College,,,96062909.0,164580.0,False,,,,Trustee
2018,"Kenneth G. ""Ken"" Romanzi",Trustee,Babson College,,Babson 1982 BS,96062909.0,164580.0,False,,,,Trustee
2018,"David F. ""Dave"" Lamere",Trustee,Babson College,,Babson 1982 BS,96062909.0,164580.0,False,,,,Trustee
2018,Suchitra Lohia,Trustee,Babson College,,,96062909.0,164580.0,False,,,,Trustee
2018,"James H. ""Jim"" Herbert II",Trustee,Babson College,First Republic Bank,Babson 1966 BS; NYU 1969 MBA,96062909.0,164580.0,False,,,,Trustee
2018,Narender Manoj Madnani,Trustee,Babson College,,,96062909.0,164580.0,False,,,,Trustee
2018,Carlos J. Mattos,Trustee,Babson College,,Babson 1976 MBA,96062909.0,164580.0,False,,,,Trustee
2018,"Jeffrey J. ""Jeff"" McLane",Trustee,Babson College,Bank Of America Business Capital,Babson 1996,96062909.0,164580.0,False,,,,Trustee
2018,Ramon A. Mendiola,Trustee,Babson College,,Babson 1986,96062909.0,164580.0,False,,,,Trustee
2018,Richard K. Miller,Trustee,Babson College,,UC Davis 1971 BS; MIT 1972 MS; Caltech 1976 PhD,96062909.0,164580.0,False,,,,Trustee
2018,Jeffrey Perry,Trustee,Babson College,,,96062909.0,164580.0,False,,,,Trustee
2018,Susanne Richardson Teel,Trustee,Baker University,,Missouri,82462995.0,154688.0,False,,,,Trustee
2018,Dale A. Werts,Trustee,Baker University,,Baker U 1984 BA; Washington U (MO) 1988 JD,82462995.0,154688.0,False,,,,Trustee
2018,Gary Sollars,Trustee,Baker University,,,82462995.0,154688.0,False,,,,Trustee
2018,"Brenda J. Stasiulis, CPA",Trustee,Baker University,,Baker U BSAcc,82462995.0,154688.0,False,,,,Trustee
2018,Skip Kalb,Trustee,Baker University,,,82462995.0,154688.0,False,,,,Trustee
2018,Spencer Breithaupt,Trustee,Baker University,,,82462995.0,154688.0,False,,,,Trustee
2018,Emmalie Gessner Cowherd,Trustee,Baker University,,,82462995.0,154688.0,False,,,,Trustee
2018,Rev. Ira DeSpain,Trustee,Baker University,,,82462995.0,154688.0,False,,,,Trustee
2018,Anton Eisel,Trustee,Baker University,,,82462995.0,154688.0,False,,,,Trustee
2018,Ann Fish,Trustee,Baker University,,,82462995.0,154688.0,False,,,,Trustee
2018,Hoot Gibson,Trustee,Baker University,,Baker U BA,82462995.0,154688.0,False,,,,Trustee
2018,Scott B. Grauer,Trustee,Baker University,,,82462995.0,154688.0,False,,,,Trustee
2018,Tammeria K. Hawks,Trustee,Baker University,,,82462995.0,154688.0,False,,,,Trustee
2018,Richard Howell,Trustee,Baker University,,,82462995.0,154688.0,False,,,,Trustee
2018,Dolph Simons Ill,Trustee,Baker University,,,82462995.0,154688.0,False,,,,Trustee
2018,Brian King,Trustee,Baker University,,,82462995.0,154688.0,False,,,,Trustee
