Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Notes,Career,AffiliationId,carnegie_id,PrimarySample,FixedPosition
Randy A. Daniels,Vice Chairman,State University of New York at Buffalo,,Southern Illinois BA,,660.0,,,63190737.0,,True,Board Vice President
Father John J. Cremins,Member,State University of New York at Buffalo,,,,660.0,,,63190737.0,,True,Member
Edward F. Cox,Member,State University of New York at Buffalo,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,63190737.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Buffalo,,,Vice President. British American,660.0,,,63190737.0,,True,Member
Thomas F. Egan,Trustee,State University of New York at Buffalo,,,,660.0,,,63190737.0,,True,Member
Thomas F. Egan,Trustee,State University of New York at Buffalo,,,,660.0,,,63190737.0,,True,Member
Father John J. Cremins,Member,State University of New York at Buffalo,,,,660.0,,,63190737.0,,True,Member
Thomas F. Egan,Trustee,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Christopher Parker Conners,Member,"State University of New York, Stony Brook",,,Vice President. British American,660.0,,,59553526.0,,True,Member
Edward F. Cox,Member,"State University of New York, Stony Brook",,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,59553526.0,,True,Member
Randy A. Daniels,Vice Chairman,"State University of New York, Stony Brook",,Southern Illinois BA,,660.0,,,59553526.0,,True,Board Vice President
Edward F. Cox,Member,"State University of New York, Stony Brook",,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,59553526.0,,True,Member
Thomas F. Egan,Trustee,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Christopher Parker Conners,Member,"State University of New York, Stony Brook",,,Vice President. British American,660.0,,,59553526.0,,True,Member
Christopher Parker Conners,Member,"State University of New York, Stony Brook",,,Vice President. British American,660.0,,,59553526.0,,True,Member
Randy A. Daniels,Vice Chairman,"State University of New York, Stony Brook",,Southern Illinois BA,,660.0,,,59553526.0,,True,Board Vice President
Father John J. Cremins,Member,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Randy A. Daniels,Vice Chairman,"State University of New York, Stony Brook",,Southern Illinois BA,,660.0,,,59553526.0,,True,Board Vice President
Father John J. Cremins,Member,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Father John J. Cremins,Member,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Christopher Parker Conners,Member,"State University of New York, Stony Brook",,,Vice President. British American,660.0,,,59553526.0,,True,Member
Edward F. Cox,Member,"State University of New York, Stony Brook",,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,59553526.0,,True,Member
Christopher Parker Conners,Member,"State University of New York, Stony Brook",,,Vice President. British American,660.0,,,59553526.0,,True,Member
Edward F. Cox,Member,"State University of New York, Stony Brook",,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,59553526.0,,True,Member
Randy A. Daniels,Vice Chairman,"State University of New York, Stony Brook",,Southern Illinois BA,,660.0,,,59553526.0,,True,Board Vice President
Father John J. Cremins,Member,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Randy A. Daniels,Vice Chairman,"State University of New York, Stony Brook",,Southern Illinois BA,,660.0,,,59553526.0,,True,Board Vice President
Father John J. Cremins,Member,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Thomas F. Egan,Trustee,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
